Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[50.39949253]
0,0,0,0,0,[54.09901504]
0,0,0,0,0,[52.52537306]
0,0,0,0,0,[53.72612254]
0,0,0,0,0,[51.05989181]
0,0,0,0,0,[47.21247997]
0,0,0,0,0,[55.10270644]
0,0,0,0,0,[47.68923235]
0,0,0,0,0,[49.84914062]
0,0,0,0,0,[52.58432659]
0,0,0,0,0,[62.06664013]
0,0,0,0,0,[60.18501992]
0,0,0,0,0,[64.75213979]
0,0,0,0,0,[65.46943639]
0,0,0,0,0,[56.86963756]
0,0,0,0,0,[58.19636013]
0,0,0,0,0,[56.57950003]
0,0,0,0,0,[59.24525688]
0,0,0,0,0,[60.1415742]
0,0,0,0,0,[60.21786743]
0,0,0,0,0,[63.1085333]
0,0,0,0,0,[61.49197041]
0,0,0,0,0,[65.40840644]
0,0,0,0,0,[65.06235612]
0,0,0,0,0,[66.21645046]
0,0,0,0,0,[68.00751485]
0,0,0,0,0,[62.49754522]
0,0,0,0,0,[58.0385282]
0,0,0,0,0,[61.57916646]
0,0,0,0,0,[60.24602408]
0,0,0,0,0,[68.71098819]
0,0,0,0,0,[69.55998482]
0,0,0,0,0,[66.08737435]
0,0,0,0,0,[70.09195854]
0,0,0,0,0,[71.81222222]
0,0,0,0,0,[64.53144126]
0,0,0,0,0,[69.75313006]
0,0,0,0,0,[69.1550203]
0,0,0,0,0,[70.66383273]
0,0,0,0,0,[70.67446214]
