Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[48.61529252]
0,0,0,0,0,[50.7661533]
0,0,0,0,0,[51.53609325]
0,0,0,0,0,[50.26723053]
0,0,0,0,0,[46.33856626]
0,0,0,0,0,[48.42386626]
0,0,0,0,0,[50.27210491]
0,0,0,0,0,[48.21786267]
0,0,0,0,0,[48.45386164]
0,0,0,0,0,[50.76380891]
0,0,0,0,0,[61.47028387]
0,0,0,0,0,[51.18708135]
0,0,0,0,0,[66.01416042]
0,0,0,0,0,[63.57789131]
0,0,0,0,0,[55.6097441]
0,0,0,0,0,[58.36611479]
0,0,0,0,0,[53.50919099]
0,0,0,0,0,[62.11401793]
0,0,0,0,0,[62.75021404]
0,0,0,0,0,[59.09240908]
0,0,0,0,0,[64.07532698]
0,0,0,0,0,[60.88545535]
0,0,0,0,0,[67.43864519]
0,0,0,0,0,[67.1957077]
0,0,0,0,0,[65.03301549]
0,0,0,0,0,[68.95178036]
0,0,0,0,0,[65.1270424]
0,0,0,0,0,[56.63586433]
0,0,0,0,0,[60.88950478]
0,0,0,0,0,[60.86497189]
0,0,0,0,0,[72.96718984]
0,0,0,0,0,[70.09312871]
0,0,0,0,0,[68.43688036]
0,0,0,0,0,[70.09386997]
0,0,0,0,0,[70.94716903]
0,0,0,0,0,[66.97259189]
0,0,0,0,0,[71.77971404]
0,0,0,0,0,[67.04077731]
0,0,0,0,0,[71.48515032]
0,0,0,0,0,[71.61225281]
