Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[110.52533586]
0,0,0,0,0,[121.21319604]
0,0,0,0,0,[141.67268785]
0,0,0,0,0,[165.41924546]
0,0,0,0,0,[33.24246352]
0,0,0,0,0,[66.77797815]
0,0,0,0,0,[78.14530024]
0,0,0,0,0,[81.56878468]
0,0,0,0,0,[108.26887352]
0,0,0,0,0,[161.35790865]
0,0,0,0,0,[180.13440768]
0,0,0,0,0,[141.77916478]
0,0,0,0,0,[297.07703756]
0,0,0,0,0,[242.74913719]
0,0,0,0,0,[205.63029517]
0,0,0,0,0,[170.58270722]
0,0,0,0,0,[17.33930483]
0,0,0,0,0,[130.89021649]
0,0,0,0,0,[125.44706558]
0,0,0,0,0,[107.17753612]
0,0,0,0,0,[296.82796163]
0,0,0,0,0,[212.64656049]
0,0,0,0,0,[348.39250339]
0,0,0,0,0,[257.87558896]
0,0,0,0,0,[237.6799365]
0,0,0,0,0,[189.67422681]
0,0,0,0,0,[139.0673089]
0,0,0,0,0,[68.05399664]
0,0,0,0,0,[127.45568342]
0,0,0,0,0,[94.68006255]
0,0,0,0,0,[350.75153843]
0,0,0,0,0,[247.83682637]
0,0,0,0,0,[295.60192933]
0,0,0,0,0,[334.36785505]
0,0,0,0,0,[329.47379245]
0,0,0,0,0,[115.31519971]
0,0,0,0,0,[179.06472337]
0,0,0,0,0,[146.62276642]
0,0,0,0,0,[143.17385428]
0,0,0,0,0,[179.20581288]
