Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[5.36709922]
0,0,0,0,0,[6.78382418]
0,0,0,0,0,[8.04665309]
0,0,0,0,0,[7.30440015]
0,0,0,0,0,[4.50602551]
0,0,0,0,0,[4.32036047]
0,0,0,0,0,[3.43700307]
0,0,0,0,0,[3.95183967]
0,0,0,0,0,[4.12949833]
0,0,0,0,0,[4.50065603]
0,0,0,0,0,[6.59804122]
0,0,0,0,0,[6.39646137]
0,0,0,0,0,[10.20393598]
0,0,0,0,0,[8.76235517]
0,0,0,0,0,[6.60278746]
0,0,0,0,0,[6.80511523]
0,0,0,0,0,[3.47258342]
0,0,0,0,0,[6.57876128]
0,0,0,0,0,[6.55526316]
0,0,0,0,0,[6.31241468]
0,0,0,0,0,[9.33752033]
0,0,0,0,0,[8.5074374]
0,0,0,0,0,[10.6275735]
0,0,0,0,0,[9.79976929]
0,0,0,0,0,[9.26958092]
0,0,0,0,0,[8.48087227]
0,0,0,0,0,[6.86014535]
0,0,0,0,0,[4.05998218]
0,0,0,0,0,[6.03243865]
0,0,0,0,0,[5.11884354]
0,0,0,0,0,[11.05440623]
0,0,0,0,0,[8.85092519]
0,0,0,0,0,[9.94281295]
0,0,0,0,0,[10.39997436]
0,0,0,0,0,[10.32201466]
0,0,0,0,0,[6.36009319]
0,0,0,0,0,[8.57954089]
0,0,0,0,0,[6.59819375]
0,0,0,0,0,[8.22755163]
0,0,0,0,0,[8.60785654]
