Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[3.35365838]
0,0,0,0,0,[3.33836805]
0,0,0,0,0,[3.34456186]
0,0,0,0,0,[3.32996375]
0,0,0,0,0,[3.3525441]
0,0,0,0,0,[3.44512137]
0,0,0,0,0,[3.48044774]
0,0,0,0,0,[3.42097644]
0,0,0,0,0,[3.41278003]
0,0,0,0,0,[3.36751311]
0,0,0,0,0,[3.40879014]
0,0,0,0,0,[3.38657504]
0,0,0,0,0,[3.37458928]
0,0,0,0,0,[3.36829263]
0,0,0,0,0,[3.3279792]
0,0,0,0,0,[3.48650398]
0,0,0,0,0,[3.5856548]
0,0,0,0,0,[3.5886281]
0,0,0,0,0,[3.59754853]
0,0,0,0,0,[3.47233603]
0,0,0,0,0,[3.34284934]
0,0,0,0,0,[3.36496519]
0,0,0,0,0,[3.38972317]
0,0,0,0,0,[3.39810736]
0,0,0,0,0,[3.40154886]
0,0,0,0,0,[3.50797488]
0,0,0,0,0,[3.52658298]
0,0,0,0,0,[3.58092479]
0,0,0,0,0,[3.45589601]
0,0,0,0,0,[3.53625466]
0,0,0,0,0,[3.41474188]
0,0,0,0,0,[3.38268473]
0,0,0,0,0,[3.44413432]
0,0,0,0,0,[3.39741822]
0,0,0,0,0,[3.41913508]
0,0,0,0,0,[3.47657154]
0,0,0,0,0,[3.48850532]
0,0,0,0,0,[3.52046644]
0,0,0,0,0,[3.49368569]
0,0,0,0,0,[3.50537779]
