C,Epsilon,Omega,Kernel_alignment
0.01,10.0,0.01,0.3407333235127172
0.0001,1.0,100.0,0.38254021444403613
0.0001,1.0,100.0,0.3366298209041979
0.0001,1.0,100.0,0.34890084098707164
0.1,1.0,0.01,0.3414559336298423
0.01,10.0,1.0,0.36764166149216565
0.01,10.0,10.0,0.32557257211536805
0.1,10.0,0.001,0.3378290681215579
0.0001,1.0,100.0,0.3523967706759021
0.0001,1.0,100.0,0.3330396297707462
