C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,1000.0,0.47887561156005165
0.01,10.0,1.0,0.5006942155576937
0.0001,10.0,1000.0,0.4914822866598867
0.0001,10.0,100.0,0.5042271380674297
0.001,10.0,0.0001,0.5146995630524868
0.1,1.0,10.0,0.502076993298326
0.01,10.0,1000.0,0.49758566731141135
0.0001,10.0,1000.0,0.4731702873536423
0.0001,10.0,1000.0,0.47709601928804135
0.0001,1.0,1000.0,0.4423762268568679
