C,Epsilon,Omega,Kernel_alignment
0.0001,100.0,0.0001,0.7560211507908746
0.0001,10.0,0.0001,0.7258270416232603
0.1,1.0,0.0001,0.7366834174481592
0.0001,10.0,0.0001,0.7429589492423123
0.0001,0.01,0.0001,0.746991878550965
0.0001,1.0,0.0001,0.7517787722880241
0.0001,10.0,0.0001,0.7505423840648808
0.0001,100.0,0.0001,0.7465165715862702
0.0001,100.0,0.0001,0.7634578199942798
0.1,10.0,0.0001,0.7346208914903906
