C,Epsilon,Omega,Kernel_alignment
0.001,10.0,0.0001,0.9924466309906471
0.01,10.0,0.0001,0.9932051818199796
0.01,1.0,0.0001,0.9940470571333588
0.01,1.0,0.0001,0.9935904006403071
0.01,10.0,0.0001,0.993629952688814
0.0001,10.0,0.0001,0.9930021958306353
0.01,10.0,0.0001,0.9963693822592986
0.001,1.0,0.0001,0.9924131573282695
0.001,1.0,0.0001,0.9942117999330686
0.01,10.0,0.0001,0.9925248705510444
