1.0746148784145341e-07,7.330786130985122e-09,5.528809530714171e-09,3.5464676592397465e-09,1.074632483325782e-07,1.0746297193330707e-07,1.0747419275098181e-07,1.0746087825176794e-07,1.0746312325834617e-07,1.074615096157801e-07,1.074604093146712e-07,1.0746321983072657e-07,1.0746095967466482e-07,4.191993966433402e-09,3.8221408220268565e-09,6.5114526021705524e-09,5.4565580617969995e-09,4.819966351022794e-09,5.054932453302764e-09,5.4539049477575405e-09,5.9203806615557686e-09,6.876445548136878e-09,1.0746087511254966e-07,7.167707816817988e-08,1.0746148679088319e-07,1.0746773682686164e-07,1.0746045820723539e-07,1.0746051454752531e-07,1.1646784613273073e-08,1.0746073731664521e-07,3.6053393088466055e-08,5.069899863821615e-09,3.6042047878508385e-10,1.0746083223895179e-07,1.0746079551087978e-07,1.0746044990694901e-07,2.1754972880806182e-08,1.5886993418939776e-08,0.3074289552412901,1.0454102876669603e-07,0.5568935997789605,4.512013346753651e-09,1.0746339777599512e-07,1.074621326355974e-07,1.204257196755911e-09,1.5356572666986836e-08,1.2666256095640875e-08,7.9838224304406e-10,1.0746867961406867e-07,1.074605503711941e-07,1.0746050926812466e-07,1.0747034365972409e-07,1.0746200471258842e-07,1.074608295737184e-07,1.0747388395999232e-07,1.0746936226145094e-07,1.0746109039262792e-07,1.0746109125292251e-07,1.0746285907926604e-07,1.07470020377018e-07,1.0746207487719853e-07,4.985361255487927e-09,6.612389579003688e-09,1.2122497094923995e-08,1.3698087208231568e-07,1.631114703581334e-08,8.151915865661796e-09,1.0746078878171847e-07,7.435784723664769e-09,9.207807619226299e-08,1.0746096451342692e-07,1.0746056541975413e-07,5.593106567367626e-09,5.9743422273625384e-09,1.4409516563425477e-08,9.364257537027723e-08,1.2969226678966836e-07,0.13567247327901402,9.553195689069632e-08
6.107710449326719e-11,9.671330675168865e-10,1.014361011655972e-09,1.0225153618194161e-09,5.990093997655516e-11,5.987902671865467e-11,6.002588484646504e-11,5.987323940102494e-11,5.987856143279732e-11,5.987640675414348e-11,5.987219598185781e-11,5.98904755059281e-11,5.988675066081841e-11,1.0127146939108894e-09,1.0173746931892885e-09,1.0256812106191196e-09,1.0194359010184608e-09,1.0229717820387997e-09,1.021988214740566e-09,9.934543778426584e-10,1.019370273911991e-09,1.0186377887837628e-09,5.98700057214662e-11,5.987034813814887e-11,5.987146232224116e-11,5.98735198825488e-11,6.004583616946058e-11,5.988948092529117e-11,9.42840807471826e-10,5.98706498930695e-11,6.798800681985326e-10,6.88661344167344e-10,9.527868898106894e-10,5.987010348513818e-11,5.987033482217242e-11,5.987579377976772e-11,8.057718612038016e-10,8.88856722262336e-10,0.23857065868132965,5.987409297237975e-11,0.45715364725301594,1.0128182206610635e-09,5.987257053951757e-11,5.987692691412321e-11,1.0283455282288452e-09,9.908622342274608e-10,1.0162298770940736e-09,1.0287088015024372e-09,5.987249067709304e-11,5.987551770560105e-11,5.994086612791547e-11,5.987305409705368e-11,5.987360617900661e-11,5.987255198348311e-11,5.987255426299004e-11,6.001946778206917e-11,5.987433383361115e-11,5.987445412384982e-11,5.987272701748565e-11,6.00385258247917e-11,5.992156597287872e-11,1.0315724195793884e-09,1.0240803367807937e-09,9.128377465930139e-10,5.987404903945808e-11,9.975646760588564e-10,1.022473335565532e-09,5.987003700462147e-11,1.0331520734336544e-09,5.960554630157562e-10,5.987574731035381e-11,5.987068181639196e-11,1.0324138333018797e-09,1.0328363378845918e-09,1.0084453228054805e-09,5.890015149708933e-10,5.987099104970542e-11,0.3042756590771157,5.986990270620649e-11
1.429420688151737e-08,2.9270647455776562e-08,4.074461984387778e-08,4.1163357648321434e-08,8.312883780943136e-08,8.313996902002016e-08,8.31254640544114e-08,8.312633493124781e-08,8.314179585090012e-08,8.312793061210329e-08,8.312521027427817e-08,8.313260119965102e-08,8.312592990437294e-08,7.454816524040043e-09,5.342336289096409e-09,3.533712426565624e-09,4.1622567466455645e-09,6.084264554627499e-09,6.861282146990926e-09,6.305145617423361e-09,4.088964324219295e-09,3.5576031064737814e-09,5.8651509295472634e-08,2.879974350275229e-08,8.312551670253961e-08,8.312697330236106e-08,1.1491214840558194e-07,6.75451426197491e-08,3.203354404705784e-08,5.3955994382493465e-08,2.5625062906854778e-08,5.831049045050613e-09,1.0362097894690268e-08,5.7674361107021835e-08,5.5883776926592887e-08,8.312590470525239e-08,2.5500203495867022e-08,2.7043040353495385e-08,0.32217954192675413,8.312529060518268e-08,0.3610688256689265,2.766778008467442e-08,8.3125974766892e-08,8.312912140871581e-08,1.534800483381459e-08,2.564761225306636e-08,2.567444869643535e-08,1.8027218245692693e-08,1.123888802402469e-07,8.312534201517238e-08,5.7293611972855465e-08,1.1704986655381227e-07,8.313736405819582e-08,8.312544359087689e-08,8.31263303935552e-08,8.31856944898205e-08,8.312761392726577e-08,8.312690060589708e-08,8.314351316051256e-08,8.317730773417015e-08,7.559651911107847e-08,2.0721260424188777e-08,1.7073664700841853e-08,2.3134102845118385e-08,3.208098641703053e-08,4.429305800999406e-08,2.0144591083888963e-08,9.740981398740172e-08,2.38038624535544e-08,4.8132346647208645e-08,7.301759603797913e-08,8.312635197033045e-08,2.1484078265520745e-08,2.1986507364526954e-08,3.51230704644716e-08,4.846189336901816e-08,5.217452954605689e-08,0.3167477139550508,4.9698360190457186e-08
2.726065832750481e-10,4.2629629038984597e-10,4.0300652490976097e-10,4.1715772211394966e-10,4.450837969287461e-10,8.099949763275457e-10,8.100097437176641e-10,8.100935678970855e-10,8.09994983773905e-10,4.0192843034185313e-10,4.3903500754937524e-10,2.39162951776697e-10,4.440270420355607e-10,4.988455375806985e-10,4.3403841780561647e-10,4.4015831307901675e-10,4.4145077358116786e-10,4.4727024278035244e-10,4.445828343413327e-10,3.713369584124578e-10,4.374905177900701e-10,4.229922250958223e-10,1.2342179752516207e-11,8.100088733217707e-10,8.100202345721225e-10,8.100399409863138e-10,9.077598588010052e-10,1.9539281988224312e-10,4.1381973961390415e-10,1.8596770696539657e-11,4.0631764216247427e-10,4.4386034194306625e-10,3.7778617462047135e-10,2.4081166740048037e-12,2.5663064286482496e-12,4.1063585365644277e-10,3.94186195188428e-10,4.112894800793957e-10,0.505536047843279,8.099939142642689e-10,0.2876829895867751,4.1810756511962053e-10,8.10093887326748e-10,8.100967969124838e-10,4.946614341090975e-10,2.965693787607466e-10,9.589806204647318e-11,5.631970055003545e-10,8.100527589459399e-10,8.100785790039217e-10,8.100118347369758e-10,8.100730540952308e-10,8.100434821200375e-10,8.099941557664894e-10,8.099954661807187e-10,8.099977456722911e-10,8.100154305480571e-10,8.100181479187492e-10,8.099959530464727e-10,8.099972803092682e-10,8.100003337434096e-10,3.795378302869895e-10,8.100071793289664e-10,8.099996509849723e-10,8.099934291098148e-10,1.1330404957981576e-09,8.100028205902114e-10,8.099955201635448e-10,3.6292182682465635e-10,8.09999640579472e-10,8.09999618258418e-10,8.099988308850583e-10,3.758921946134675e-10,3.729335544015936e-10,2.406770773452441e-10,8.09999376418596e-10,8.09995237656377e-10,0.20678091913130908,5.511563422744665e-10
3.1463657187934027e-10,1.0767545415945366e-09,1.1078469993721773e-09,1.1054576295787672e-09,3.1466296289254786e-10,3.1464116379953674e-10,3.1472955580181744e-10,3.1463546878276174e-10,3.1464115032727635e-10,3.148251475290805e-10,3.1464815312202517e-10,3.1463543448198413e-10,3.1463330622288936e-10,1.1017776149557197e-09,1.0213669545479238e-09,1.0977815502453343e-09,1.0159988092334632e-09,1.1047168752622249e-09,1.103589969050292e-09,9.861667711412654e-10,1.0142695319731314e-09,1.0085340267345294e-09,3.147679444914376e-10,3.1464179397287277e-10,3.1473684943158637e-10,3.147120601088555e-10,3.146579315778281e-10,3.146379360807314e-10,1.1014875696542633e-09,3.147816777859121e-10,9.312518669531951e-10,1.0985057986740043e-09,1.0101829786938261e-09,3.1476617315073534e-10,3.1476979645015614e-10,3.146331741996596e-10,1.0067386495648717e-09,1.0771027274660258e-09,0.36037035600445855,3.1464041229514116e-10,0.45912393017248987,1.0863228832419663e-09,3.146393296820575e-10,3.14648150688665e-10,1.0999399862795687e-09,1.1034589165647127e-09,1.0963410301296883e-09,1.099127004966472e-09,3.1465667247421274e-10,3.146628908442686e-10,3.146427296123317e-10,3.146586928446987e-10,3.1463926498647244e-10,3.146352139199685e-10,3.1463556982220753e-10,3.1482316080938064e-10,3.146387685715985e-10,3.146389309743196e-10,3.1463535760229485e-10,3.1483086549288613e-10,3.1473976624075203e-10,3.146387960776318e-10,3.1463997893758465e-10,3.146331068461769e-10,3.1463510804889114e-10,3.146347802764435e-10,5.589890694408525e-10,3.1463488706019074e-10,3.1464279907823736e-10,3.1467299574622963e-10,3.14665826019876e-10,3.147305853624298e-10,3.146428109228339e-10,3.146443879288935e-10,3.146346803098812e-10,3.146810744133419e-10,3.1470739321373606e-10,0.18050567267025952,9.068322372780932e-11
6.709649274353616e-10,1.2917582433926873e-10,6.671241293797248e-10,5.564012474440391e-10,7.219891642378311e-10,3.6758975146083947e-10,3.675845325043271e-10,3.675918606583411e-10,3.675902356878553e-10,7.2012845320871e-10,7.082961885989308e-10,7.60759222523514e-10,7.010444808696776e-10,5.225913249329911e-10,2.2401900963592576e-10,7.122784323839554e-10,6.500358649866676e-10,8.296526591355044e-10,7.508647258333655e-10,4.5102363405808646e-10,7.05246138445142e-10,7.001023235724885e-10,7.497629263536962e-10,3.6759099352482187e-10,3.675203694161164e-10,5.272986980156699e-10,7.816991687819149e-10,5.534555357229514e-10,5.740799576972063e-10,7.484715376405926e-10,4.0600108801407215e-10,7.383552753638253e-10,4.246834173756812e-11,7.496095363304758e-10,7.489377029812243e-10,6.92047309225032e-10,3.381229576724156e-10,2.1178059040314569e-10,0.5339369577231651,3.675715147960284e-10,0.14152623454546248,6.92488036578346e-10,3.675895792911846e-10,3.675895692683284e-10,9.101198217790982e-10,7.774233386984141e-10,8.362743188585414e-10,9.09303811367921e-10,3.674363380637456e-10,3.675900619454971e-10,3.6755815190471437e-10,3.67590104767285e-10,3.674484968588507e-10,3.675870283091772e-10,3.6758980479151107e-10,3.6758675565377795e-10,3.6754982781071535e-10,3.6753621040161286e-10,3.6759193490658045e-10,3.6758651625080064e-10,3.675898697968519e-10,7.609417584023541e-10,3.6757436413067635e-10,3.675914270752515e-10,3.675921406088829e-10,8.49068338558506e-10,3.675790000992547e-10,3.67584985024821e-10,7.588994715252118e-10,3.675800776046175e-10,3.675839394180691e-10,3.675840612213912e-10,7.605512876641761e-10,7.604500423351036e-10,8.586335929026634e-10,3.675815408254386e-10,3.6758922945208394e-10,0.32453676714905977,9.020701143532493e-10
1.842779922851765e-09,1.428981167796215e-09,1.986072045774986e-09,1.9892528283966286e-09,1.1352885818169378e-10,4.134959096793617e-09,4.1353550444394505e-09,4.134932584768415e-09,4.134959151794321e-09,4.1350428449289005e-09,4.134945324237537e-09,4.1355413484167225e-09,4.135009976561451e-09,1.9718070049660792e-09,1.8472008185185856e-09,1.972729460273576e-09,1.8573814394734731e-09,1.858696063484502e-09,1.8541325266594844e-09,1.649931669635297e-09,1.853828333889122e-09,1.8501236097148183e-09,4.134974512506509e-09,8.277401225234992e-10,4.1350441597501014e-09,4.134974490244846e-09,3.3975933639642843e-10,4.134955323879359e-09,2.0491689403124816e-09,4.134980046371592e-09,1.9511952059493805e-09,2.024581763188372e-09,1.6524950032592755e-09,4.134974429622911e-09,4.134975299636016e-09,1.3032609663095329e-10,2.0468103421844857e-09,2.074202317294601e-09,0.40496690642130434,4.135134897865463e-09,0.289383111250834,1.8984829076321092e-09,4.1349304394252424e-09,4.134934514002532e-09,1.7209123644350366e-09,2.0447754979078003e-09,1.943581935022984e-09,1.718477355565623e-09,4.135499094023593e-09,4.134930282208153e-09,4.134949274059186e-09,4.135507906715635e-09,4.135818090524677e-09,4.135109925755355e-09,4.135017975261869e-09,4.134938415685012e-09,4.135468846388953e-09,4.135538356238556e-09,4.135644482780193e-09,4.134943560631654e-09,4.13492218463143e-09,1.938230683321565e-09,1.7099443800597227e-09,1.7010813635677983e-09,4.13494366176314e-09,1.4895949362559133e-09,1.8081494037444473e-09,4.134931343413358e-09,1.8867864904978152e-09,4.134933691434253e-09,4.134926005827663e-09,4.134939361920163e-09,1.928346789269636e-09,1.9185217988360736e-09,5.98587237632633e-10,4.1349241685338304e-09,4.13496132060724e-09,0.30564976025435914,3.4618329525879643e-09
6.025948060047871e-09,5.885624649266037e-10,7.327521280311575e-09,5.92553244166957e-09,1.9449158041365567e-08,1.9450099676129873e-08,1.945008400902175e-08,1.9448437968344434e-08,1.9450093111671492e-08,1.94471943227676e-08,1.9449792892562763e-08,1.9450103653182812e-08,1.945015285057098e-08,3.6547336465643274e-09,1.2863502472705025e-08,3.0938180131100196e-09,1.2886862456778498e-08,1.5727995571851764e-08,1.9369538177790805e-08,1.2973668552130566e-08,1.2918165180024915e-08,1.2928895478301414e-08,1.9449614605323137e-08,1.6685590670042197e-08,1.9449981552228973e-08,1.9450142889232653e-08,4.233482248093899e-09,1.9450151142493313e-08,2.01498306696394e-09,1.9449537541200005e-08,1.1680113282911692e-08,1.2540391961878233e-08,1.2555323731096422e-08,1.944961365333797e-08,1.944959755838482e-08,1.944990284626693e-08,5.053591804944991e-09,4.1998286255701415e-11,0.19953109730902693,1.3391755332729212e-08,0.6242907309575676,1.2810355052241691e-08,1.9450037487625152e-08,1.9450016914066394e-08,1.1378205525034833e-08,1.2036707551796895e-08,1.174875580393785e-08,1.140359185467795e-08,1.9450103438020045e-08,1.945008746466433e-08,1.9449666544472158e-08,1.9450104535956427e-08,1.9450086784739974e-08,1.944613354383214e-08,1.9450109276954578e-08,1.944763223200754e-08,1.94500994749452e-08,1.9450099549410783e-08,1.9450098937342485e-08,1.944741862625775e-08,1.9448936133538636e-08,8.452031635256293e-09,9.103938668446526e-09,1.1222674929570588e-08,1.9450157659750964e-08,1.9448279895942995e-08,1.0982544955097836e-08,1.945006001615299e-08,5.265294606553928e-09,1.9450130973848226e-08,1.9450035826157483e-08,1.945002067109132e-08,7.737478919742264e-09,7.139669226372089e-09,1.310683899616632e-08,1.945015848105783e-08,1.9450022285595557e-08,0.17617703231923076,2.456095761219687e-08
3.237779395504716e-11,2.8178936311140815e-09,3.737796072535399e-10,4.041664431368532e-10,3.7602718981830134e-10,2.7821096363166934e-09,2.782098930398275e-09,2.7821025406903156e-09,2.7821087462133533e-09,2.0306136913107425e-09,1.4475350372697014e-10,2.782100759593315e-09,2.7727944510172895e-10,3.963174348800049e-10,3.345929855748522e-10,3.8515486883269987e-10,3.617609279210556e-10,3.490467367232909e-10,3.611089666240398e-10,3.771815653016065e-10,3.671824655212268e-10,3.762801322400849e-10,4.170370116797772e-10,2.7821052836730025e-09,2.7821085655143063e-09,2.7821081446058074e-09,2.4848063434285814e-09,3.31482209484812e-10,4.107142130661817e-10,4.064469040289243e-10,3.835290885349672e-10,3.646067248284267e-10,3.2005860776887607e-10,4.134048687436676e-10,4.166864978393567e-10,3.5570873104382933e-10,2.516459273727607e-10,3.463348812318994e-10,0.5468546037565171,2.782102488746986e-09,0.3029114986936288,6.215411740369816e-11,2.782100440922392e-09,2.7821005068163954e-09,1.857010288877837e-10,2.9885067131392744e-10,2.5598823934610316e-10,1.7854364549037742e-10,2.7821000342624188e-09,2.7821001239207226e-09,2.782184239399479e-09,2.782100091542971e-09,2.782100111766741e-09,2.782110258806314e-09,2.7821162721442528e-09,2.7820998564191454e-09,2.78217429570495e-09,2.7821872766042802e-09,2.782151677873114e-09,2.7821004751028945e-09,2.78209873031494e-09,2.0043436062866356e-10,2.9291055943151085e-09,2.7821054343669645e-09,2.7821169748021005e-09,2.7821025951442647e-09,2.7821303641773735e-09,2.7821006974209108e-09,1.5162549299178664e-10,2.782100857052857e-09,2.782098768295161e-09,2.7820998253232164e-09,1.9083153343693267e-10,1.806496781139682e-10,2.7826224228945896e-09,2.7821005516698224e-09,2.782098736869963e-09,0.15023377660640494,2.2671386787345377e-09
8.028618983095254e-09,7.054787065608168e-09,0.074339871810152,0.055770996197987276,1.0703189914954866e-08,4.3632289060399853e-07,4.3629946296274354e-07,4.362090899944946e-07,4.363228939103241e-07,9.532615593629753e-09,4.930279535770666e-09,9.733070666338561e-09,5.149005955278262e-09,0.02830664914437012,1.3799734523625943e-08,4.746830865562088e-09,1.0436718183313966e-08,5.026761387686103e-09,1.1974715909415256e-08,3.103169002684459e-08,9.473853116419117e-09,5.823365946295202e-09,1.0753436375389634e-08,4.363141883590133e-07,4.3631881815346117e-07,4.3628255054719665e-07,4.3632375008007937e-07,4.3630937022457264e-07,0.006836941266093055,9.90034358397077e-09,9.098988124809987e-08,3.6646780712514863e-09,0.026138951627090155,1.0636077702815015e-08,1.0509032612483493e-08,1.2844018341851114e-08,0.0029223979286935866,0.00806316677531623,0.35163433245721176,4.363205345596385e-07,0.2715322678512919,6.369170915324932e-09,4.3631231846273093e-07,4.363150140192296e-07,1.378486582781855e-08,1.3850859487863417e-08,1.3425872235150239e-08,1.3789772554821436e-08,4.363216340123826e-07,4.363219857233143e-07,4.363229273019872e-07,4.3632416704939627e-07,4.363247677296108e-07,4.363219756723298e-07,4.3632186171909657e-07,3.2377045113175404e-08,4.3631963563334986e-07,4.363205639830708e-07,4.3632042145029915e-07,4.4457075463638406e-08,1.0172490205663878e-08,1.455097513503321e-08,4.3631824166838343e-07,4.362973407345996e-07,4.363240152850557e-07,7.100391882956154e-08,4.3632243715606395e-07,4.363135623299975e-07,1.5529232443476746e-08,4.363235636777104e-07,1.0236639228997758e-07,4.363200994182806e-07,1.4990718316531767e-08,1.5282314500150775e-08,1.5920024383680174e-08,4.3632490109045255e-07,4.363236928113158e-07,0.17443976826454663,4.3632513771204017e-07
