Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[3.47551224]
0,0,0,0,0,[5.98534652]
0,0,0,0,0,[7.49924286]
0,0,0,0,0,[5.94330139]
0,0,0,0,0,[3.40268701]
0,0,0,0,0,[4.87288452]
0,0,0,0,0,[3.3698231]
0,0,0,0,0,[5.72086153]
0,0,0,0,0,[5.42547031]
0,0,0,0,0,[2.57471344]
0,0,0,0,0,[8.94099072]
0,0,0,0,0,[4.27643391]
0,0,0,0,0,[10.08391068]
0,0,0,0,0,[9.17847221]
0,0,0,0,0,[6.97101744]
0,0,0,0,0,[7.20804861]
0,0,0,0,0,[4.10087256]
0,0,0,0,0,[7.5930716]
0,0,0,0,0,[7.52106119]
0,0,0,0,0,[7.12293832]
0,0,0,0,0,[10.0291412]
0,0,0,0,0,[9.01975474]
0,0,0,0,0,[10.2572071]
0,0,0,0,0,[10.31246635]
0,0,0,0,0,[9.31367136]
0,0,0,0,0,[9.42071978]
0,0,0,0,0,[7.398001]
0,0,0,0,0,[6.2639875]
0,0,0,0,0,[7.717432]
0,0,0,0,0,[6.95511743]
0,0,0,0,0,[11.87017541]
0,0,0,0,0,[11.0454911]
0,0,0,0,0,[8.29571558]
0,0,0,0,0,[11.10762206]
0,0,0,0,0,[10.72073908]
0,0,0,0,0,[8.15387188]
0,0,0,0,0,[8.335635]
0,0,0,0,0,[7.68347978]
0,0,0,0,0,[8.80573039]
0,0,0,0,0,[8.51723789]
