Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[88.08508784]
0,0,0,0,0,[97.01909923]
0,0,0,0,0,[87.49944426]
0,0,0,0,0,[91.87143714]
0,0,0,0,0,[90.32064995]
0,0,0,0,0,[82.67009787]
0,0,0,0,0,[99.30983611]
0,0,0,0,0,[91.15194715]
0,0,0,0,0,[93.45206012]
0,0,0,0,0,[88.05601279]
0,0,0,0,0,[106.05786822]
0,0,0,0,0,[88.62836811]
0,0,0,0,0,[105.78517142]
0,0,0,0,0,[105.98565318]
0,0,0,0,0,[83.95069548]
0,0,0,0,0,[83.40286397]
0,0,0,0,0,[105.59222469]
0,0,0,0,0,[106.25298673]
0,0,0,0,0,[106.09793891]
0,0,0,0,0,[84.39087979]
0,0,0,0,0,[95.5832617]
0,0,0,0,0,[102.80918487]
0,0,0,0,0,[105.95857353]
0,0,0,0,0,[88.03743286]
0,0,0,0,0,[103.68791628]
0,0,0,0,0,[96.19206159]
0,0,0,0,0,[103.72747938]
0,0,0,0,0,[106.14755558]
0,0,0,0,0,[103.14547026]
0,0,0,0,0,[104.09094628]
0,0,0,0,0,[99.48392761]
0,0,0,0,0,[95.9507944]
0,0,0,0,0,[97.71523809]
0,0,0,0,0,[98.49628988]
0,0,0,0,0,[107.96430964]
0,0,0,0,0,[97.93093232]
0,0,0,0,0,[103.79770811]
0,0,0,0,0,[104.00321599]
0,0,0,0,0,[103.82268267]
0,0,0,0,0,[103.65819503]
