C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.3613192931323735
0.1,10.0,100.0,0.3633297388749721
0.1,10.0,100.0,0.36964975673002526
0.1,10.0,100.0,0.3678298537942192
0.1,10.0,100.0,0.36850654834629637
0.1,10.0,100.0,0.3523372907822588
0.1,10.0,100.0,0.35888640457873566
0.1,10.0,100.0,0.36166132460168976
0.1,10.0,100.0,0.36296476182491305
0.1,10.0,10.0,0.3687542378443584
0.01,10.0,100.0,0.3645247086262864
0.1,10.0,100.0,0.35932583220669606
0.1,10.0,100.0,0.3676317981048783
0.1,10.0,100.0,0.3694428893412141
0.1,10.0,100.0,0.36524105066187673
0.1,10.0,100.0,0.3576864532253982
0.1,10.0,100.0,0.3517210767324419
0.1,10.0,100.0,0.35581991649232997
0.1,10.0,100.0,0.3552123525177144
0.1,10.0,100.0,0.38368309742555756
0.1,10.0,100.0,0.35469432644986915
0.1,10.0,100.0,0.362993467226521
0.1,10.0,10.0,0.3529363792942831
0.01,10.0,100.0,0.3663921116566848
0.1,10.0,10.0,0.35395181077911075
0.1,10.0,10.0,0.3589254064434692
0.1,10.0,10.0,0.3579161529077956
0.1,10.0,100.0,0.35850981171835156
0.0001,10.0,100.0,0.35781613522991096
0.1,10.0,100.0,0.3547046233809564
0.1,10.0,10.0,0.369178662084008
0.1,10.0,100.0,0.3545623707568353
0.1,10.0,100.0,0.3645193566545569
0.001,10.0,10.0,0.37214920043251704
0.1,10.0,10.0,0.35440332721036233
0.1,1.0,100.0,0.3807897968413378
0.0001,10.0,100.0,0.3664179461440752
0.1,10.0,100.0,0.3722567175384814
0.1,10.0,100.0,0.3678250401203648
0.1,10.0,100.0,0.36441298377197634
