C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,10.0,0.3057575559078459
0.0001,10.0,10.0,0.302500682407178
0.0001,10.0,10.0,0.32084427633453344
0.0001,10.0,10.0,0.3136789348463741
0.0001,10.0,10.0,0.30790125500095317
0.0001,10.0,10.0,0.29712215670235775
0.0001,10.0,10.0,0.2984083164387343
0.0001,10.0,10.0,0.302621009615692
0.0001,10.0,10.0,0.30211396976265176
0.0001,10.0,10.0,0.30567961700397883
0.0001,10.0,10.0,0.3264821928151729
0.0001,10.0,10.0,0.33154052176543863
0.0001,10.0,0.0001,0.3228851525525249
0.0001,10.0,10.0,0.32719270400854583
0.0001,10.0,10.0,0.3288748066945026
0.0001,10.0,1.0,0.3231004656801162
0.0001,10.0,10.0,0.31106913615803283
0.0001,10.0,10.0,0.31967332999761366
0.0001,10.0,10.0,0.32043381380367136
0.0001,10.0,10.0,0.32398472507085585
0.0001,10.0,10.0,0.3155325026887739
0.0001,10.0,10.0,0.321446243639368
0.0001,10.0,10.0,0.32073448560615453
0.0001,10.0,0.1,0.3079475813199392
0.0001,10.0,10.0,0.32567187419264815
0.0001,10.0,10.0,0.32539230799836794
0.0001,10.0,10.0,0.324257106680506
0.0001,10.0,10.0,0.31954686242885105
0.0001,10.0,10.0,0.32126307198625453
0.0001,10.0,10.0,0.3186781732737275
0.0001,10.0,10.0,0.3208152273517201
0.0001,10.0,10.0,0.3092047803157355
0.0001,10.0,10.0,0.3220131382413513
0.0001,10.0,10.0,0.32062434934061834
0.0001,10.0,10.0,0.3163219197506043
0.0001,10.0,10.0,0.3200644907743832
0.0001,10.0,10.0,0.31831817506560095
0.0001,10.0,10.0,0.3203066073933596
0.0001,10.0,10.0,0.3187213094826914
0.0001,10.0,10.0,0.3199679845684298
