C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.37409827742782653
0.0001,10.0,100.0,0.3691392931690445
0.001,10.0,0.001,0.3887173360050744
0.01,10.0,0.001,0.3895288909589758
0.01,1.0,0.001,0.37680241648188323
0.0001,10.0,100.0,0.35394781090709726
0.0001,10.0,100.0,0.3532789111488255
0.0001,10.0,100.0,0.355349197345777
0.0001,10.0,100.0,0.3582881807294903
0.0001,10.0,100.0,0.3709477430688075
0.0001,10.0,100.0,0.35996779549051483
0.1,1.0,0.001,0.3660884118499502
0.01,1.0,10.0,0.35465907342636976
0.0001,1.0,0.001,0.356163099597505
0.0001,10.0,0.0001,0.36195796770717126
0.01,10.0,0.01,0.3529024726894896
0.01,10.0,0.0001,0.35325644417349056
0.01,10.0,0.01,0.3520763389948234
0.0001,10.0,100.0,0.3513949786770816
0.0001,10.0,0.1,0.35807562048463143
0.0001,10.0,0.01,0.34990832257354426
0.01,10.0,0.1,0.3731157282725412
0.0001,10.0,10.0,0.3376794566955584
0.0001,10.0,0.01,0.3494401426460193
0.0001,10.0,100.0,0.35870156511180257
0.0001,10.0,100.0,0.35317557861240784
0.01,10.0,0.01,0.35089755127318756
0.001,10.0,0.001,0.3520031042723858
0.01,10.0,0.01,0.3528917462879963
0.01,10.0,0.01,0.3531498099457265
0.0001,10.0,0.001,0.3365440329045631
0.0001,10.0,10.0,0.3392174846161294
0.0001,10.0,10.0,0.3486589233555072
0.001,10.0,0.01,0.33987773043349445
0.0001,10.0,0.0001,0.3480059672962968
0.001,10.0,0.001,0.35444202450301865
0.0001,10.0,0.0001,0.3618281913793855
0.01,10.0,0.0001,0.35546986730283714
0.0001,10.0,0.0001,0.35992206786897996
0.0001,10.0,100.0,0.3633395604404778
