Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-1.27290502]
0,0,0,0,0,[-1.01453347]
0,0,0,0,0,[-0.40127231]
0,0,0,0,0,[-1.05608389]
0,0,0,0,0,[-1.05459269]
0,0,0,0,0,[-0.67885139]
0,0,0,0,0,[-1.16675787]
0,0,0,0,0,[-1.21300146]
0,0,0,0,0,[-1.2155285]
0,0,0,0,0,[-0.77102606]
0,0,0,0,0,[-0.04328165]
0,0,0,0,0,[-0.23575421]
0,0,0,0,0,[0.48950677]
0,0,0,0,0,[-0.0092734]
0,0,0,0,0,[0.0364972]
0,0,0,0,0,[0.08408424]
0,0,0,0,0,[-0.57874255]
0,0,0,0,0,[-0.08716258]
0,0,0,0,0,[-0.10355896]
0,0,0,0,0,[0.18631257]
0,0,0,0,0,[0.54641484]
0,0,0,0,0,[0.57539825]
0,0,0,0,0,[0.3308501]
0,0,0,0,0,[0.32468267]
0,0,0,0,0,[0.41403608]
0,0,0,0,0,[0.64421791]
0,0,0,0,0,[0.6468782]
0,0,0,0,0,[-0.89597503]
0,0,0,0,0,[0.00613818]
0,0,0,0,0,[-0.38393177]
0,0,0,0,0,[0.58594068]
0,0,0,0,0,[1.18555055]
0,0,0,0,0,[0.40961252]
0,0,0,0,0,[0.51144116]
0,0,0,0,0,[0.78907072]
0,0,0,0,0,[0.61253701]
0,0,0,0,0,[1.12904768]
0,0,0,0,0,[0.41640738]
0,0,0,0,0,[0.72135935]
0,0,0,0,0,[0.88969386]
