Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.09684229]
0,0,0,0,0,[-0.02539165]
0,0,0,0,0,[0.13908431]
0,0,0,0,0,[0.04384375]
0,0,0,0,0,[0.17664935]
0,0,0,0,0,[-0.64373474]
0,0,0,0,0,[-0.66770896]
0,0,0,0,0,[-0.34535375]
0,0,0,0,0,[-0.65007019]
0,0,0,0,0,[0.6780406]
0,0,0,0,0,[-0.49639268]
0,0,0,0,0,[0.64498239]
0,0,0,0,0,[1.07877151]
0,0,0,0,0,[0.20360744]
0,0,0,0,0,[0.53520181]
0,0,0,0,0,[-0.40091901]
0,0,0,0,0,[-0.67556997]
0,0,0,0,0,[-0.60043251]
0,0,0,0,0,[-0.54174777]
0,0,0,0,0,[-0.63613983]
0,0,0,0,0,[-0.43873339]
0,0,0,0,0,[-0.22889053]
0,0,0,0,0,[0.83092923]
0,0,0,0,0,[-0.58878969]
0,0,0,0,0,[0.91620682]
0,0,0,0,0,[-0.19957874]
0,0,0,0,0,[-0.67572011]
0,0,0,0,0,[-0.61344477]
0,0,0,0,0,[-0.59260808]
0,0,0,0,0,[-0.63381074]
0,0,0,0,0,[0.51916877]
0,0,0,0,0,[0.75662618]
0,0,0,0,0,[0.82801638]
0,0,0,0,0,[-0.04146381]
0,0,0,0,0,[0.90263893]
0,0,0,0,0,[-0.72758944]
0,0,0,0,0,[-0.70096655]
0,0,0,0,0,[-0.70289198]
0,0,0,0,0,[-0.57575605]
0,0,0,0,0,[-0.37113669]
