C,Epsilon,Omega,Kernel_alignment
0.01,10.0,1.0,0.9905862303099384
0.01,10.0,1.0,0.9906029943932608
0.01,1.0,0.0001,0.9905477955417412
0.01,10.0,1.0,0.9905505001035392
0.01,1.0,0.0001,0.9905454733223414
0.1,1.0,0.0001,0.9910011455567549
0.1,1.0,0.0001,0.9909560626530717
0.1,1.0,0.001,0.9910558234467214
0.1,1.0,0.0001,0.9909571129736721
0.1,1.0,0.0001,0.9905664147753699
0.01,10.0,1.0,0.9906222827506268
0.0001,10.0,1.0,0.9907594958607842
0.01,10.0,1.0,0.9905483094305383
0.01,10.0,1.0,0.9905756666865881
0.0001,10.0,1.0,0.9905828047670096
0.01,10.0,1.0,0.9912436098812613
0.01,10.0,1.0,0.9912626786152099
0.1,1.0,0.0001,0.9908531357935534
0.1,10.0,0.0001,0.9913460089993443
0.0001,10.0,10.0,0.9916627235916202
0.01,1.0,0.0001,0.9907113143640351
0.01,1.0,0.0001,0.9906186477743458
0.1,1.0,0.001,0.9909059996415367
0.0001,1.0,0.0001,0.9906235212977517
0.1,1.0,0.0001,0.990819195229864
0.01,1.0,0.001,0.990872862045078
0.001,1.0,0.0001,0.9908377620763615
0.1,1.0,0.0001,0.99076118133501
0.1,1.0,0.0001,0.9907660636694723
0.1,1.0,0.001,0.9908893378158448
0.01,10.0,1.0,0.9909373265983831
0.1,1.0,0.001,0.9907420675985074
0.01,10.0,10.0,0.9906934989494617
0.01,10.0,1.0,0.9922134332858881
0.1,1.0,0.0001,0.9910637930298789
0.0001,1.0,0.001,0.9906790378663958
0.0001,10.0,10.0,0.9906975960380229
0.01,10.0,10.0,0.9906450239641594
0.1,1.0,0.0001,0.9907018618589654
0.01,10.0,1.0,0.9907532173171892
