MAEold,MAEnew,y_pred,y
0.10873503924563582,0.11031111663119147,0.5403111166311915,0.43
0.04193091833477236,0.11663802018833513,0.47336197981166483,0.59
0.11608349300822834,0.05834871410628445,0.47834871410628443,0.42
0.0342423923798294,0.04778065328800424,0.45221934671199576,0.5
0.10355139751918369,0.03834541333870034,0.46834541333870033,0.43
0.0980796778579508,0.06754346836641723,0.5297822273664172,0.462238759
0.0832546281471439,0.06268405659809173,0.5418023165980917,0.47911826
0.029673363329163926,0.013295155618186838,0.5366593093818132,0.549954465
0.18012658199999998,0.1541580685351429,0.5309685134648571,0.685126582
0.02765639519566576,0.10947645755036733,0.4769295724496327,0.58640603
0.08971281691036492,0.06969487893280724,0.5396948789328072,0.47
0.10184044185322733,0.06751747206670161,0.5075174720667016,0.44
0.07914485229881818,0.05172197878783136,0.5317219787878313,0.48
0.08015327351868917,0.012210720968390543,0.4822107209683905,0.47
0.06984433055977479,0.02208051264570221,0.4920805126457022,0.47
0.05668587647305123,0.020963161719361745,0.5135390057193617,0.492575844
0.01098530170970835,0.02403877838114199,0.518407665618858,0.542446444
0.010646269880333903,0.017024798820101217,0.5431267361798988,0.560151535
0.013064743821092017,0.00926222923786335,0.5548105507621367,0.56407278
0.001051083274357545,0.05297964913437481,0.5029637938656252,0.555943443
0.05271440754918799,0.053042098193814,0.436957901806186,0.49
0.0899933178580658,0.019591214858604045,0.46959121485860406,0.45
0.06416638690980847,0.012690461639122574,0.4773095383608774,0.49
0.04253579208885794,0.01567248749131306,0.48432751250868694,0.5
0.05180386319695318,0.007247707853741736,0.5072477078537417,0.5
0.010234636172077871,0.04083018966234575,0.49780240333765424,0.538632593
0.008837265899812374,0.026630772887585863,0.5350540491124142,0.561684822
0.00021339283360188865,0.02240051455426395,0.520718526445736,0.543119041
0.004143672291716416,0.02771770683354491,0.5305453491664551,0.558263056
0.014218228095100316,0.023923708963422552,0.5651102849634225,0.541186576
0.028651115199333832,0.01528358678631575,0.49471641321368426,0.51
0.09107101296122472,0.010356393210778359,0.4703563932107784,0.46
0.05024141867769094,0.0014364647560626276,0.4914364647560626,0.49
0.10504021674790037,0.06279194876766153,0.5027919487676615,0.44
0.022777763079198987,0.04999846080428061,0.4800015391957194,0.53
0.04232061242403928,0.028474991035812525,0.5396736530358126,0.5111986620000001
0.07528538154995129,0.024840711531364412,0.4894056935313644,0.464564982
0.026771145425764642,0.022358615843181884,0.5425584768431819,0.520199861
0.00399387981856314,0.025176565770661297,0.5099827322293387,0.535159298
0.023787305764480737,0.008523298623249631,0.5084192863767504,0.516942585
