C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,0.0001,0.776158643649198
0.0001,10.0,0.0001,0.7750975543474377
0.0001,10.0,1.0,0.7733832129189866
0.0001,10.0,0.001,0.7737541340051014
0.0001,10.0,0.1,0.7734542059781607
0.0001,10.0,0.01,0.7759877833856631
0.01,10.0,0.01,0.775899579968411
0.01,10.0,0.01,0.7773933259397332
0.0001,10.0,0.01,0.7772698949773075
0.0001,10.0,0.0001,0.7733715230675815
0.0001,10.0,0.01,0.7711292159234283
0.0001,10.0,0.0001,0.772339699893997
0.0001,10.0,0.1,0.7661786580141128
0.0001,10.0,0.001,0.768757518679805
0.0001,10.0,0.001,0.7671937529035657
0.0001,10.0,0.0001,0.7795909452767951
0.0001,10.0,0.01,0.7778372318151808
0.0001,10.0,1.0,0.7805872519475726
0.0001,10.0,0.0001,0.7807780566259515
0.0001,10.0,1.0,0.7795380032967225
0.0001,1.0,100.0,0.768932088958308
0.0001,10.0,0.001,0.7695364300319016
0.001,10.0,0.01,0.7641456472182125
0.01,1.0,100.0,0.7768214549773479
0.0001,1.0,0.1,0.7660891522415761
0.0001,10.0,10.0,0.7762451239749182
0.0001,10.0,0.001,0.7813075290478737
0.0001,10.0,1.0,0.7785466482437708
0.0001,10.0,0.0001,0.7800801844517529
0.0001,10.0,0.1,0.7812278343393488
0.01,10.0,0.0001,0.7768205922514545
0.0001,10.0,10.0,0.7667056343861662
0.0001,1.0,0.0001,0.7866976496327756
0.0001,10.0,0.01,0.7714180925000206
0.0001,1.0,0.001,0.7642825699824143
0.0001,10.0,10.0,0.7771003669903642
0.0001,10.0,0.01,0.7744665411098887
0.0001,10.0,10.0,0.7794271568223821
0.0001,10.0,1.0,0.7754357093242839
0.0001,10.0,0.1,0.7743619208188505
