C,Epsilon,Omega,Kernel_alignment
0.01,10.0,100.0,0.7614351750828253
0.0001,10.0,100.0,0.7588086793828401
0.0001,10.0,100.0,0.7611776328662547
0.0001,1.0,100.0,0.7650510391403679
0.0001,10.0,100.0,0.7604179222741991
0.0001,10.0,100.0,0.7626421998326584
0.0001,10.0,100.0,0.7621695437309433
0.0001,10.0,100.0,0.7606849112145836
0.0001,10.0,100.0,0.7598628109426887
0.0001,1.0,100.0,0.7582064161999883
0.0001,1.0,100.0,0.7539960325829096
0.01,10.0,100.0,0.7514328090839284
0.0001,10.0,100.0,0.7461405835365098
0.0001,1.0,100.0,0.7477920966746753
0.0001,10.0,100.0,0.7494954075349776
0.0001,1.0,1000.0,0.765350325094735
0.0001,1.0,1000.0,0.7657696259946393
0.0001,1.0,1000.0,0.7686379626581986
0.0001,10.0,100.0,0.7672808878484784
0.001,10.0,100.0,0.7626949908497088
0.0001,1.0,10000.0,0.751165009894061
0.0001,1.0,10000.0,0.7487789019947902
0.0001,10.0,10000.0,0.7455878380333583
0.0001,1.0,10000.0,0.7490215812540306
0.0001,10.0,100.0,0.7455542816546206
0.0001,10.0,100.0,0.7592506129823345
0.0001,1.0,10000.0,0.7665511317456803
0.0001,1.0,1000.0,0.7665742494210458
0.0001,1.0,1000.0,0.7656757384843433
0.0001,1.0,1000.0,0.7666627298262251
0.0001,10.0,100.0,0.7505654804195697
0.0001,10.0,100.0,0.7657965999932881
0.0001,10.0,100.0,0.7623021919406517
0.0001,1.0,1000.0,0.7473464493332622
0.0001,1.0,100.0,0.7478971382311316
0.0001,10.0,100.0,0.7611774870674841
0.0001,10.0,100.0,0.758113327960117
0.001,10.0,100.0,0.7646201064292747
0.0001,10.0,100.0,0.7585551278577202
0.0001,10.0,100.0,0.7572806316976884
