scenario1,scenario2,scenario3,scenario4
10.053401406259542,9.152976772116133,10.218323929193645,9.90646591993224
39.63953987195656,35.07608053465536,38.50485447031555,32.698433713499796
7.428664778598845,7.885045328378641,7.421247836651547,7.964527354174584
45.26340306507733,39.80562307269475,47.29191973702961,37.393029596446006
10.708246133415884,10.7156867154755,10.140727995559448,10.072758490047582
28.49660863573169,24.970141349748328,27.68861996443233,26.365068140343418
49.60555222238655,33.52293751057238,42.4409377091072,33.33904106358417
21.254686976592232,16.493358025255226,21.139998136506605,15.992361646532977
5.58192301557259,5.740336903300548,5.845071715360952,5.562794671388999
12.768916924850458,11.919387238883546,12.273450518020194,11.995303972510564
18.56102177417114,17.57885949366581,18.524245188832257,19.4128370871313
13.439457527157002,14.375542148998544,14.001049295085817,15.039032879958649
6.386304233101239,5.729905650305245,5.879531296592657,5.610461434322832
13.491026596199573,12.650766100389351,12.776021736262033,12.278454641922817
20.436818534014385,19.587499413922227,20.264891131583536,20.33412358226072
12.512087532257908,12.838849530393832,11.999465749576409,12.610030314821486
31.798593588761413,28.564373632937034,29.566669672478287,27.81355739705319
38.93538291059178,30.873294119674018,37.07368719198044,32.26826592172959
29.897296264430977,25.098128009996792,29.534555298681624,23.851543731476422
48.444935254671435,47.457814327149514,49.741730504327734,46.886129080466
49.81595541967588,42.62625871369975,49.715784874230486,47.07610254157833
75.55510576251032,69.06584253367022,72.49675993134888,76.02793925927685
33.29397151823283,23.07462209200365,33.17764252991243,22.083265952509375
10.323518148328292,10.30925720497273,10.34052344337025,10.936439060673587
7.227928987541059,7.64848843941283,6.955829200775948,8.081892027843809
42.845464229196224,28.9972661139878,43.20809328158563,28.96927520305257
15.446339821079798,18.51964397730743,15.39373814988757,18.510884950078438
21.016265715499884,22.940364195739587,20.271093545549004,23.574578828394227
16.966203963632097,22.060398550279864,17.541133834566534,24.488370203672897
24.79233497247266,29.04171617026461,23.98362285981242,30.87598363695983
25.433856565652317,27.6184615296152,28.714126441157838,27.917877350061282
41.087749172272275,42.788192634778774,44.59035908070439,48.65186996298092
13.315275419297055,15.527890257948618,13.567393645167733,16.429495027195752
10.391805232957816,9.652166277735184,10.280567268029408,10.611915828481632
6.299851461315319,7.064757465284129,6.261838386978856,7.0687897252708085
16.09936495841443,22.017074142393074,15.748332948888493,21.179199542106875
18.80416308928463,18.653451068945223,18.802880905071504,18.848229894232144
22.23731091250268,23.27431319977829,21.812414503332317,24.262399333444257
17.252482146924905,15.082927894996795,15.841106931423443,15.090880250920332
29.978206569052084,29.33184762020077,32.36833572825772,28.95394687735505
34.2491315918961,28.330401197787477,34.786779611018446,31.05137662476939
45.947619333835114,49.076903662155566,45.490954152759166,47.792251023794385
17.302583683097915,16.348022533169697,16.328124113837298,16.852550848242725
11.122815348023147,9.686830405383029,10.961465660215932,9.641848918450709
6.359795738376783,8.787532623701027,6.180518897964125,8.673159669825823
18.9423272713402,21.062734020859544,17.437917668125216,20.376484737465848
