C,Epsilon,Omega,Kernel_alignment
0.0001,0.1,0.0001,0.8311360972397919
0.0001,0.01,0.0001,0.8271813449411693
0.01,0.1,0.0001,0.8371949171576619
0.01,0.1,0.0001,0.8240019982635848
0.01,0.1,0.0001,0.8391493901008075
0.01,0.1,0.0001,0.824730987708707
0.01,0.1,0.0001,0.8320834992013955
0.001,0.01,0.0001,0.8259573279205875
0.0001,0.01,0.0001,0.8248236551625775
0.01,0.1,0.0001,0.8293080346618283
