C,Epsilon,Omega,Kernel_alignment
0.01,100.0,0.1,0.9845837187031383
0.01,100.0,0.1,0.9843650489414919
0.1,100.0,0.01,0.9840727278433749
0.001,100.0,0.1,0.9844177193060958
0.01,100.0,0.001,0.9839815454002073
0.01,100.0,0.0001,0.9844465408439652
0.0001,100.0,0.0001,0.9842496028312046
0.0001,100.0,1.0,0.9841947186162731
0.01,100.0,0.01,0.98413662577091
0.0001,100.0,0.0001,0.9838519792558883
0.1,100.0,0.0001,0.9828243991456771
0.0001,100.0,0.001,0.9833301576520287
0.0001,100.0,0.1,0.9827194563420912
0.1,100.0,0.0001,0.9827693139314514
0.0001,1000.0,100.0,0.9831300711627154
0.0001,100.0,0.0001,0.9831208968167229
0.1,100.0,0.1,0.9832576994439409
0.1,100.0,0.001,0.9830998752760526
0.1,100.0,0.01,0.9830115141235461
0.0001,10000.0,1000.0,0.9830451058947298
0.1,100.0,0.0001,0.9828113607624763
0.1,100.0,0.01,0.982875239857946
0.01,100.0,0.1,0.982721598053204
0.01,100.0,0.1,0.9827799771904238
0.1,100.0,0.0001,0.9827464289673243
0.0001,100.0,0.01,0.9826983499648088
0.1,100.0,0.0001,0.9827333245026978
0.1,100.0,0.0001,0.9830810903558169
0.1,100.0,0.1,0.9829073722031682
0.1,100.0,0.0001,0.9829818773104047
0.1,100.0,0.001,0.9831118790315503
0.0001,100.0,0.0001,0.9832275308872277
0.0001,10000.0,1000.0,0.9837464899777915
0.001,100.0,0.0001,0.9832815203572552
0.1,100.0,0.001,0.983164213460454
0.0001,1000.0,100.0,0.9830954384142476
0.0001,10000.0,1000.0,0.9832897634975892
0.0001,100.0,0.001,0.9828019782644498
0.001,100.0,0.01,0.9829927906562435
0.1,100.0,0.001,0.9832608440350443
