C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.22134193574171573
0.0001,10.0,100.0,0.22004366580791185
0.0001,10.0,100.0,0.22078775879255885
0.0001,10.0,100.0,0.21856775762050035
0.0001,10.0,100.0,0.21813607121876188
0.0001,10.0,100.0,0.21400072228730233
0.0001,10.0,100.0,0.22068602523206177
0.0001,10.0,100.0,0.22107106919332875
0.0001,10.0,100.0,0.2296673111818456
0.0001,10.0,100.0,0.22194663900223516
0.0001,10.0,100.0,0.22514755454708602
0.0001,10.0,100.0,0.22118439654672034
0.0001,10.0,100.0,0.2212448277864995
0.0001,10.0,100.0,0.22240609242478301
0.0001,10.0,100.0,0.2197536027918911
0.0001,10.0,10.0,0.233378446159908
0.0001,1.0,100.0,0.2275881287540574
0.0001,10.0,100.0,0.21798281054401336
0.0001,10.0,100.0,0.21584964805447288
0.0001,10.0,100.0,0.22079980590273146
0.0001,10.0,100.0,0.22108585702128694
0.0001,10.0,100.0,0.22233729352031367
0.0001,10.0,100.0,0.2220803472388965
0.0001,10.0,100.0,0.22123316838166918
0.0001,10.0,100.0,0.2211198086821835
0.0001,10.0,100.0,0.2207989923402609
0.0001,10.0,100.0,0.22263125962701127
0.0001,10.0,100.0,0.2205627114897137
0.0001,10.0,100.0,0.2206243821030182
0.0001,10.0,0.001,0.2123566230374768
0.0001,10.0,100.0,0.22181218922238102
0.0001,10.0,100.0,0.22152925049944003
0.0001,10.0,100.0,0.2217718625835413
0.0001,10.0,100.0,0.22146208733440112
0.0001,10.0,100.0,0.22290002476982498
0.01,1.0,100.0,0.2316840258992262
0.0001,10.0,100.0,0.2198703625020962
0.0001,1.0,100.0,0.19956433378764268
0.0001,10.0,100.0,0.21480980789797802
0.0001,10.0,100.0,0.22090523074481497
