C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.8476028992577276
0.0001,10.0,100.0,0.8487042531812252
0.0001,10.0,100.0,0.8498263644426443
0.1,10.0,10000.0,0.852666064950504
0.0001,10.0,100.0,0.8521549649757857
0.1,10.0,10000.0,0.8510051971942956
0.1,10.0,10000.0,0.8444229649034494
0.0001,10.0,100.0,0.8477529139687964
0.0001,10.0,100.0,0.8476444064616443
0.0001,10.0,100.0,0.84897252298638
0.0001,10.0,100.0,0.8459091363524593
0.0001,10.0,100.0,0.8449165621580763
0.0001,10.0,100.0,0.8497729780640725
0.0001,10.0,10.0,0.8496963680714111
0.0001,10.0,10.0,0.8516510449534406
0.1,10.0,10000.0,0.8474439184135203
0.0001,10.0,100.0,0.8440621301099835
0.0001,10.0,100.0,0.8437965300584014
0.0001,10.0,100.0,0.843225677841644
0.001,10.0,100.0,0.8450454179865707
0.0001,10.0,1000.0,0.8501702256625339
0.0001,10.0,100.0,0.8483847310050515
0.0001,10.0,1000.0,0.8493897485367254
0.0001,10.0,100.0,0.8474398030681917
0.0001,10.0,100.0,0.8476350319755914
0.1,10.0,10000.0,0.8486397941054529
0.0001,10.0,100.0,0.8425373579652895
0.0001,10.0,1000.0,0.8442246820963855
0.0001,10.0,100.0,0.8443712447369394
0.0001,10.0,100.0,0.8438007490554529
0.0001,10.0,100.0,0.8467694626693362
0.001,10.0,1000.0,0.8472538118975289
0.0001,10.0,1000.0,0.8494778390344951
0.1,10.0,10000.0,0.8455451161841525
0.0001,10.0,100.0,0.8446019838742307
0.1,10.0,10000.0,0.8428180297173884
0.0001,10.0,1000.0,0.8482267831466889
0.01,10.0,100.0,0.8446420596506944
0.0001,10.0,1000.0,0.8465131418499539
0.001,10.0,1000.0,0.8473315827519416
