Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[34.45569381]
0,0,0,0,0,[44.84606234]
0,0,0,0,0,[62.211392]
0,0,0,0,0,[36.46265986]
0,0,0,0,0,[35.120287]
0,0,0,0,0,[55.00101189]
0,0,0,0,0,[70.41874574]
0,0,0,0,0,[55.53880515]
0,0,0,0,0,[63.56672887]
0,0,0,0,0,[63.40925029]
0,0,0,0,0,[83.64152466]
0,0,0,0,0,[51.63455856]
0,0,0,0,0,[105.86559939]
0,0,0,0,0,[90.64819678]
0,0,0,0,0,[68.27756934]
0,0,0,0,0,[92.19212762]
0,0,0,0,0,[90.27980192]
0,0,0,0,0,[111.01654586]
0,0,0,0,0,[115.28012258]
0,0,0,0,0,[101.76955747]
0,0,0,0,0,[94.87485096]
0,0,0,0,0,[77.10612419]
0,0,0,0,0,[118.73482577]
0,0,0,0,0,[116.14102155]
0,0,0,0,0,[109.93446153]
0,0,0,0,0,[140.07809135]
0,0,0,0,0,[122.56657901]
0,0,0,0,0,[103.25045408]
0,0,0,0,0,[105.04590371]
0,0,0,0,0,[106.64994947]
0,0,0,0,0,[149.88608928]
0,0,0,0,0,[134.99833257]
0,0,0,0,0,[147.95891467]
0,0,0,0,0,[127.06665094]
0,0,0,0,0,[135.77635042]
0,0,0,0,0,[140.01000426]
0,0,0,0,0,[157.49768434]
0,0,0,0,0,[139.11044777]
0,0,0,0,0,[156.03782294]
0,0,0,0,0,[160.71778444]
