C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,0.01,0.33195091701143103
0.0001,10.0,1.0,0.3300308390243358
0.0001,10.0,0.001,0.3265381724570443
0.0001,10.0,0.01,0.3264733753897925
0.0001,10.0,0.01,0.3260606635065593
0.0001,10.0,0.001,0.34324470426467424
0.0001,10.0,100.0,0.3433220050612854
0.0001,10.0,100.0,0.34380814673670895
0.0001,10.0,100.0,0.34420522581167007
0.0001,10.0,0.01,0.3441178276582819
0.0001,10.0,0.01,0.33116706574457877
0.0001,10.0,100.0,0.3375148572372265
0.0001,10.0,0.0001,0.32952621912468644
0.0001,10.0,100.0,0.3386806765913055
0.0001,10.0,0.01,0.335068212113413
0.0001,10.0,1.0,0.34520451415159187
0.0001,10.0,0.0001,0.3322839445443884
0.0001,10.0,0.1,0.3290138616484766
0.0001,10.0,0.001,0.3279496438366834
0.0001,10.0,0.001,0.33606768394298153
0.0001,10.0,0.01,0.32784367498337896
0.0001,10.0,0.01,0.3275708922814073
0.0001,10.0,0.0001,0.33086719352855254
0.0001,10.0,100.0,0.3535208706080385
0.0001,10.0,0.1,0.33217414430482384
0.0001,10.0,100.0,0.33595251080215854
0.0001,10.0,0.0001,0.32780505704679286
0.0001,10.0,0.0001,0.32555552808145627
0.0001,10.0,0.0001,0.33531820979625543
0.0001,10.0,0.01,0.3257289156683925
0.0001,10.0,0.01,0.3361423803997159
0.0001,10.0,0.01,0.33140533492440233
0.0001,10.0,100.0,0.35330876926411964
0.0001,10.0,100.0,0.34063791644757907
0.0001,10.0,0.001,0.33206059605520016
0.0001,10.0,0.01,0.3625728488508028
0.0001,10.0,0.001,0.3315613225454213
0.0001,10.0,100.0,0.3437904248568234
0.0001,10.0,100.0,0.3286013295158958
0.0001,1.0,0.01,0.3332208346876929
