Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.5207857]
0,0,0,0,0,[-0.01597568]
0,0,0,0,0,[-0.49827287]
0,0,0,0,0,[-0.29325187]
0,0,0,0,0,[-0.46693736]
0,0,0,0,0,[-0.53772498]
0,0,0,0,0,[0.06478619]
0,0,0,0,0,[-0.41005703]
0,0,0,0,0,[-0.3601047]
0,0,0,0,0,[-0.18028627]
0,0,0,0,0,[-0.29992002]
0,0,0,0,0,[0.0060249]
0,0,0,0,0,[0.32774446]
0,0,0,0,0,[-0.00511286]
0,0,0,0,0,[-0.40824693]
0,0,0,0,0,[-0.35656917]
0,0,0,0,0,[0.26531042]
0,0,0,0,0,[0.13392729]
0,0,0,0,0,[0.14541879]
0,0,0,0,0,[-0.23973363]
0,0,0,0,0,[-0.17984556]
0,0,0,0,0,[-0.02757694]
0,0,0,0,0,[0.26972206]
0,0,0,0,0,[-0.47990258]
0,0,0,0,0,[0.31203614]
0,0,0,0,0,[0.19382733]
0,0,0,0,0,[0.08141741]
0,0,0,0,0,[0.29795516]
0,0,0,0,0,[0.27361788]
0,0,0,0,0,[0.08311748]
0,0,0,0,0,[0.20126956]
0,0,0,0,0,[0.32577128]
0,0,0,0,0,[0.14957725]
0,0,0,0,0,[-0.13241495]
0,0,0,0,0,[0.04202232]
0,0,0,0,0,[0.07460551]
0,0,0,0,0,[0.17775737]
0,0,0,0,0,[0.06070373]
0,0,0,0,0,[0.17632326]
0,0,0,0,0,[0.14820066]
