Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.01746055]
0,0,0,0,0,[0.09977842]
0,0,0,0,0,[0.19168237]
0,0,0,0,0,[0.21552327]
0,0,0,0,0,[0.25918106]
0,0,0,0,0,[-0.47140027]
0,0,0,0,0,[-0.68479873]
0,0,0,0,0,[-0.29837653]
0,0,0,0,0,[-0.53816015]
0,0,0,0,0,[0.30161614]
0,0,0,0,0,[0.11020717]
0,0,0,0,0,[0.25043501]
0,0,0,0,0,[0.6283029]
0,0,0,0,0,[0.08963219]
0,0,0,0,0,[0.23896935]
0,0,0,0,0,[-0.31860455]
0,0,0,0,0,[-0.67912274]
0,0,0,0,0,[-0.51419148]
0,0,0,0,0,[-0.29901507]
0,0,0,0,0,[-0.66212577]
0,0,0,0,0,[0.12223412]
0,0,0,0,0,[0.19849672]
0,0,0,0,0,[0.48179831]
0,0,0,0,0,[-0.58766326]
0,0,0,0,0,[0.50953393]
0,0,0,0,0,[-0.22156321]
0,0,0,0,0,[-0.87956161]
0,0,0,0,0,[-0.49615073]
0,0,0,0,0,[-0.52098261]
0,0,0,0,0,[-0.60066541]
0,0,0,0,0,[0.33198359]
0,0,0,0,0,[0.5037092]
0,0,0,0,0,[0.57263313]
0,0,0,0,0,[-0.14566492]
0,0,0,0,0,[0.4828433]
0,0,0,0,0,[-0.70334086]
0,0,0,0,0,[-0.67987437]
0,0,0,0,0,[-0.67201815]
0,0,0,0,0,[-0.62781141]
0,0,0,0,0,[-0.2048449]
