Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.04782067]
0,0,0,0,0,[-0.07637232]
0,0,0,0,0,[-0.07726385]
0,0,0,0,0,[-0.30947662]
0,0,0,0,0,[-0.04408694]
0,0,0,0,0,[0.58061436]
0,0,0,0,0,[0.49052337]
0,0,0,0,0,[0.3419539]
0,0,0,0,0,[0.09278745]
0,0,0,0,0,[0.16309733]
0,0,0,0,0,[0.18360766]
0,0,0,0,0,[0.03540447]
0,0,0,0,0,[-0.02795883]
0,0,0,0,0,[-0.26058086]
0,0,0,0,0,[-0.25797738]
0,0,0,0,0,[0.0998955]
0,0,0,0,0,[0.45669989]
0,0,0,0,0,[0.37711994]
0,0,0,0,0,[0.38196992]
0,0,0,0,0,[0.21617614]
0,0,0,0,0,[-0.33015234]
0,0,0,0,0,[-0.11565548]
0,0,0,0,0,[0.18438916]
0,0,0,0,0,[-0.17396505]
0,0,0,0,0,[0.1275208]
0,0,0,0,0,[0.05715]
0,0,0,0,0,[0.38926831]
0,0,0,0,0,[0.19543878]
0,0,0,0,0,[0.35868398]
0,0,0,0,0,[0.34759001]
0,0,0,0,0,[-0.19718788]
0,0,0,0,0,[0.27025054]
0,0,0,0,0,[0.05465679]
0,0,0,0,0,[-0.01461075]
0,0,0,0,0,[-0.06006857]
0,0,0,0,0,[0.46217959]
0,0,0,0,0,[-0.01884229]
0,0,0,0,0,[0.35809199]
0,0,0,0,0,[-0.28864096]
0,0,0,0,0,[-0.18544587]
