C,Epsilon,Omega,Kernel_alignment
0.1,10.0,100.0,0.7688702706388217
0.0001,10.0,1000.0,0.7707731210033398
0.0001,10.0,1000.0,0.7687166386720956
0.0001,10.0,1000.0,0.7703678100561261
0.0001,10.0,1000.0,0.7713443131462713
0.0001,10.0,1000.0,0.7627950814996785
0.0001,10.0,1000.0,0.7593157655127589
0.0001,10.0,1000.0,0.761186422970558
0.1,10.0,100.0,0.7604517628328861
0.0001,10.0,1000.0,0.760667950859389
0.1,10.0,100.0,0.7715331978270596
0.0001,10.0,1000.0,0.764714246562273
0.0001,10.0,1000.0,0.7698040843259492
0.0001,10.0,1000.0,0.7694114474885604
0.0001,10.0,1000.0,0.7695319625576205
0.1,10.0,100.0,0.7623030851216631
0.1,10.0,100.0,0.7556751124315905
0.1,10.0,100.0,0.7538256363449373
0.1,10.0,100.0,0.7537307833501908
0.0001,10.0,1000.0,0.7606684120570663
0.0001,10.0,1000.0,0.769413801082526
0.1,100.0,100.0,0.7693900122834838
0.0001,10.0,1000.0,0.769883633948274
0.0001,10.0,1000.0,0.7682766348154186
0.0001,10.0,1000.0,0.7684445371312917
0.0001,10.0,1000.0,0.7651212579995461
0.1,10.0,100.0,0.7549345366341051
0.1,10.0,100.0,0.7557217761080468
0.1,10.0,100.0,0.7588998371999757
0.1,10.0,100.0,0.7539599917702934
0.01,100.0,100.0,0.7665473128924557
0.0001,100.0,100.0,0.7653876224037065
0.0001,10.0,1000.0,0.7671876296558596
0.1,10.0,100.0,0.7669843134386937
0.0001,10.0,1000.0,0.7654647395509858
0.0001,10.0,1000.0,0.7617038273102142
0.0001,10.0,1000.0,0.7630182317295612
0.1,10.0,100.0,0.7579493340890177
0.001,10.0,100.0,0.7579566512264534
0.0001,10.0,1000.0,0.7621278721422916
