C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,0.0001,0.3602678109145518
0.0001,10.0,10.0,0.36642314753191324
0.0001,10.0,0.0001,0.369795016248826
0.0001,10.0,0.001,0.36522402368747525
0.0001,10.0,0.1,0.36841625414897744
0.0001,10.0,0.001,0.36608999473716347
0.0001,10.0,0.01,0.3623070124595033
0.0001,10.0,0.0001,0.3628084165649976
0.0001,10.0,0.001,0.3618641261188162
0.0001,10.0,0.001,0.36644267362563465
0.0001,10.0,0.0001,0.38863587001319944
0.0001,10.0,0.0001,0.39552299850432915
0.0001,10.0,0.01,0.3941564871836439
0.0001,10.0,100.0,0.3962779325863456
0.0001,10.0,100.0,0.39812995034904114
0.0001,10.0,0.0001,0.3911996601781473
0.0001,10.0,0.001,0.3825860464523893
0.0001,10.0,1.0,0.3884744534565797
0.0001,10.0,1.0,0.3902551654843093
0.0001,10.0,0.1,0.3914013562160139
0.0001,10.0,0.01,0.3839561047084612
0.0001,10.0,1.0,0.3845047036062651
0.0001,10.0,0.001,0.39164423580848734
0.0001,10.0,0.01,0.37795447779294156
0.0001,10.0,1.0,0.38887240565461917
0.0001,10.0,0.1,0.3812342490412602
0.0001,10.0,100.0,0.3876106238251827
0.0001,10.0,1.0,0.37832675121288656
0.0001,10.0,1.0,0.38999377135321234
0.0001,10.0,0.01,0.38771287512280356
0.0001,10.0,0.01,0.3902283685305016
0.0001,1.0,1.0,0.38764770029451817
0.0001,10.0,100.0,0.40034392658289814
0.0001,10.0,100.0,0.3835305819115727
0.0001,10.0,0.01,0.37756278549775474
0.0001,10.0,0.001,0.3779475768605472
0.0001,10.0,0.01,0.3732578718323117
0.0001,10.0,0.01,0.3809356626210787
0.0001,10.0,10.0,0.3778201624416908
0.0001,10.0,0.0001,0.375009444260802
