C,Epsilon,Omega,Kernel_alignment
0.01,10.0,1000.0,0.41245277878603276
0.01,10.0,100.0,0.47201665080632915
0.1,10.0,100.0,0.4393653266561563
0.1,10.0,1000.0,0.4259881234082891
0.0001,10.0,1000.0,0.436793907007006
0.1,10.0,1000.0,0.40951243828341344
0.01,10.0,100.0,0.45417644823849573
0.0001,10.0,1000.0,0.4157098113198827
0.001,10.0,1000.0,0.4139249822123151
0.0001,1.0,0.0001,0.45320134401068113
