MAEold,MAEnew,y_pred,y
22.065797792455058,21.463522518254706,46.65752251825471,25.194000000000003
16.037686851019636,21.377009119094957,52.527009119094956,31.15
18.583195532673408,0.7074349775549891,29.892565022445012,30.6
23.183760692445865,48.95335649379786,74.60335649379786,25.65
6.88668925339676,8.96818353031194,31.651816469688058,40.62
23.985302766905804,5.2245761722049195,15.90165382779508,21.12623
23.60880712529825,24.95116380218458,46.47670380218458,21.52554
26.86170845069193,14.721521133716358,35.07427113371636,20.35275
26.789383342102322,29.38660539058201,48.74845539058201,19.36185
26.261535168817428,58.045640607066076,80.54676560706608,22.501125
91.57097863806254,39.09414378512946,93.86585621487055,132.96
88.41120913580785,43.73808765668812,86.21391234331188,129.952
60.25634838526748,39.805874744836544,142.76587474483654,102.96
85.92776582747655,7.460609442125886,120.45939055787412,127.92
79.21579912489784,15.160727371201077,105.91927262879892,121.08
19.86068398940799,28.69641321697499,54.58543721697499,25.889024
16.003758555918875,29.857066422691506,-2.048846422691504,27.808220000000002
23.43586219613173,20.71268434078133,42.08058434078133,21.3679
23.497295651184704,10.632064852991885,32.04519785299188,21.413133
20.85688915451336,7.865189655636058,14.705814344363944,22.571004000000002
137.85860006968375,55.270295894312824,123.94970410568718,179.22
139.930436638932,82.8991814383854,98.7658185616146,181.665
138.63859146328952,17.45150972635588,198.71150972635587,181.26
138.08756486666815,20.33714936833195,157.48285063166804,177.82
115.8310214389055,44.908034349752626,112.97896565024737,157.887
15.776338089403456,36.71262245200063,67.10269745200063,30.390075
13.357545705315445,6.084641972973344,36.320231972973346,30.235590000000002
14.058440542578104,22.43222472795317,7.545263272046832,29.977488
18.25345532139631,11.581016732355351,37.901581232355355,26.320564500000003
12.764709733995385,17.159143410832822,13.404036589167177,30.56318
133.04827055366945,34.78624197136921,210.05624197136922,175.27
205.0427221664878,68.57252016134157,179.20647983865845,247.77900000000002
153.9414781298753,50.07017103390544,144.91982896609457,194.99
187.15148929813284,43.00676182755379,185.6332381724462,228.64
124.00071389586114,21.167208512068754,144.84479148793125,166.012
15.703603212344952,28.069090084411894,24.914359915588104,52.98345
15.141212932679466,10.010372334672383,63.54153233467238,53.53116
17.19957771292175,12.416180576403598,41.6578324235964,54.074013
7.054915563137442,1.3997880963641478,47.24399109636415,45.844203
7.381617542385399,13.227606504355755,60.129486504355754,46.90188
