C,Omega,Epsilon,Kernel_alignment
0.0001,10000.0,1.0,0.7702340806181038
0.1,10000.0,1.0,0.7701811137414272
0.1,1000.0,100.0,0.7682025634956777
0.01,1000.0,1000.0,0.768730263820952
0.1,1000.0,1000.0,0.7672541998296195
0.1,10000.0,10000.0,0.7746631274613771
0.0001,1000.0,0.1,0.7740803749535677
0.1,10000.0,0.1,0.7729626036724592
0.001,10000.0,0.1,0.7730409465486903
0.1,1000.0,1000.0,0.7723290874607668
0.0001,10000.0,0.0001,0.7610836394155777
0.0001,10000.0,1000.0,0.7585790843791317
0.01,10000.0,0.0001,0.7584240954528005
0.001,1000.0,0.01,0.7581757133221064
0.01,1000.0,100.0,0.7584621735463021
0.1,10000.0,10.0,0.7716552938160868
0.0001,1000.0,1000.0,0.7696289341524636
0.001,1000.0,0.01,0.7691939068443037
0.1,1000.0,0.01,0.7686911805704407
0.0001,10000.0,10.0,0.7705912357971444
0.001,1000.0,0.1,0.7634932414034417
0.001,10000.0,1.0,0.7612234106338032
0.0001,1000.0,1000.0,0.7589858509344143
0.001,1000.0,10.0,0.7632997160624223
0.01,1000.0,100.0,0.7579390516547602
0.1,10000.0,10.0,0.7672385462998899
0.01,10000.0,1.0,0.7677919212273868
0.1,1000.0,1.0,0.7668714732907429
0.01,1000.0,1.0,0.7684558961933539
0.1,1000.0,1.0,0.7676248303547661
0.001,10000.0,1000.0,0.7605026613506343
0.01,1000.0,0.001,0.7679937396128099
0.1,10000.0,10000.0,0.7634927290685113
0.0001,1000.0,1.0,0.7707898031613037
0.1,1000.0,100.0,0.7605378255231364
0.1,10000.0,1000.0,0.7641584358422638
0.0001,10000.0,10000.0,0.7650981631988951
0.0001,10000.0,100.0,0.7637838406417607
0.01,1000.0,1000.0,0.7646306538442358
0.1,1000.0,100.0,0.7642733937049742
