C,Omega,Epsilon,Kernel_alignment
0.0001,1.0,1.0,0.9912216886884974
0.0001,10.0,0.01,0.9912917681562703
0.1,10.0,1000.0,0.9912825747774785
0.001,1.0,1.0,0.9912416991247183
0.001,10.0,0.1,0.9912691930200952
0.001,10.0,0.01,0.9916876154776995
0.001,10000.0,0.001,0.9916026387697572
0.0001,10.0,100.0,0.9916886170609486
0.01,1.0,10000.0,0.9916471602758336
0.01,10.0,0.1,0.9912419532025794
0.01,10.0,0.0001,0.9913819443116139
0.01,10.0,100.0,0.9913821899686733
0.01,1.0,0.001,0.9912233191995489
0.0001,1.0,0.0001,0.9912608506872423
0.1,1.0,0.0001,0.9912444554658233
0.1,1000.0,1.0,0.9918637641887798
0.01,10.0,10000.0,0.9918889529643163
0.01,1.0,0.0001,0.9915482328884858
0.01,1.0,10.0,0.9921291776019127
0.001,1.0,0.01,0.9921142853878278
0.0001,1.0,0.0001,0.991327938637585
0.01,1.0,1000.0,0.9912674128857334
0.001,1.0,10.0,0.9915174882849895
0.0001,1.0,10.0,0.9912649554186839
0.001,10.0,0.001,0.9914430951408112
0.1,10.0,1.0,0.9914868340061882
0.001,1.0,0.1,0.9914786960206686
0.001,1.0,0.1,0.9914640279864102
0.001,10.0,100.0,0.991477555556547
0.0001,1.0,0.1,0.9915941115864907
0.01,1.0,0.1,0.9916110070281903
0.01,1.0,0.0001,0.9916456639802935
0.01,1.0,0.0001,0.9914252195233935
0.001,1.0,0.001,0.9927971694462233
0.1,1.0,10000.0,0.9918029336492433
0.0001,1.0,0.01,0.99144481384772
0.001,10.0,0.01,0.9913385409552031
0.1,10.0,0.001,0.9913674700413129
0.001,1.0,0.01,0.9913789707563244
0.001,1.0,1000.0,0.9914162409099807
