C,Omega,Epsilon,Kernel_alignment
0.01,1000.0,10000.0,0.7950494781551051
0.0001,10.0,1.0,0.7919864107868542
0.001,1000.0,0.001,0.7934549361788722
0.01,10.0,10000.0,0.7954887594374597
0.01,100.0,0.001,0.7932317216108834
0.001,10000.0,1000.0,0.7960967436773876
0.1,10000.0,10.0,0.796586337823051
0.0001,100.0,1.0,0.7968368889965172
0.1,100.0,10.0,0.7960242187051972
0.0001,10000.0,0.1,0.7952417443246249
0.0001,10.0,10.0,0.7896375665747727
0.001,100.0,1000.0,0.7865004970287736
0.0001,10000.0,10000.0,0.7849179015678227
0.0001,100.0,100.0,0.7858116933374915
0.01,10000.0,1000.0,0.7856632755139613
0.01,1000.0,10000.0,0.8001040381949504
0.0001,100.0,10.0,0.7991372679771418
0.0001,10.0,1.0,0.7996886390072231
0.0001,1000.0,10.0,0.8000011797924922
0.001,1000.0,1.0,0.7997640787268364
0.01,10.0,0.0001,0.7916496324086888
0.0001,10.0,10.0,0.7906335919752042
0.01,10.0,1.0,0.7910114484901934
0.001,10.0,0.01,0.7913214427020426
0.1,1000.0,0.1,0.7871120225798672
0.01,1000.0,0.01,0.7980752002771668
0.001,10.0,0.1,0.7995497270247641
0.01,10.0,1000.0,0.7971812708928536
0.01,1000.0,10000.0,0.7998115191177634
0.1,10.0,1000.0,0.7989949089073296
0.01,100.0,1.0,0.789593822439307
0.0001,10.0,0.1,0.791787367188304
0.001,10.0,1000.0,0.7932486599543006
0.001,10.0,0.001,0.7881139776525526
0.01,100.0,0.0001,0.7873099021563912
0.0001,10.0,0.001,0.7969911604156723
0.01,10.0,0.1,0.7961001445664349
0.0001,10.0,0.01,0.7962269059236528
0.01,10.0,0.1,0.796019691985973
0.01,10.0,0.0001,0.7950226927106201
