C,Omega,Epsilon,Kernel_alignment
0.0001,10.0,10.0,0.9903683632351633
0.01,1.0,10000.0,0.990326248107734
0.01,1.0,0.1,0.9904281438239183
0.001,1.0,10000.0,0.9897722816724492
0.0001,1.0,0.1,0.9903823818478769
0.01,1.0,1000.0,0.9899558584928007
0.01,1.0,0.1,0.9898159678426496
0.0001,10.0,100.0,0.9897614680181787
0.001,1.0,1.0,0.9925689352134527
0.001,1.0,10.0,0.9903583759223499
0.01,1.0,0.01,0.9898816573881769
0.001,1.0,0.001,0.989996971803509
0.01,10000.0,100.0,0.9898109529135319
0.001,1.0,0.0001,0.9899274917129676
0.01,1.0,10000.0,0.9899006000600742
0.001,1.0,10000.0,0.9897702298439329
0.0001,1.0,0.0001,0.9896830008531678
0.01,1.0,10.0,0.9898125375543013
0.01,1.0,1000.0,0.9898388406761238
0.0001,1.0,100.0,0.9898234326910357
0.01,1.0,1000.0,0.9897910311554423
0.01,100.0,0.01,0.9901655723818429
0.0001,1.0,0.0001,0.989732193461385
0.0001,1.0,10.0,0.9897663635306314
0.001,1.0,1.0,0.9896842772286185
0.0001,0.1,0.001,0.9898258996476818
0.0001,1.0,1000.0,0.9898265920967341
0.001,1.0,0.001,0.9897553027473114
0.01,1.0,0.0001,0.9898121152495903
0.001,1.0,0.01,0.9896858809579042
0.001,10.0,0.1,0.9897465981877843
0.0001,1.0,0.001,0.9899678708428893
0.01,10000.0,10.0,0.9897380023130786
0.01,1.0,1.0,0.9902623661343096
0.001,1.0,0.0001,0.9896803594098976
0.01,1.0,10000.0,0.9896452665355221
0.01,1.0,10000.0,0.9898755765419143
0.01,1.0,0.0001,0.9896438426584783
0.001,10.0,0.0001,0.9897553931482619
0.01,1.0,10000.0,0.9897716796095818
