C,Omega,Epsilon,Kernel_alignment
0.01,1000.0,10000.0,0.6500314186265561
0.01,10000.0,10000.0,0.649035705234832
0.1,10000.0,0.01,0.6485010436354022
0.01,100.0,0.01,0.6512013522681745
0.01,1000.0,0.0001,0.6462136160336291
0.001,1000.0,0.001,0.651526581671859
0.001,1000.0,10000.0,0.6509502372106314
0.01,1000.0,100.0,0.6512817876010177
0.1,10000.0,1000.0,0.6521715260438636
0.001,1000.0,1.0,0.6514736490784141
0.001,1000.0,0.01,0.6326401661727561
0.0001,100.0,10000.0,0.6290865201172793
0.001,10000.0,10.0,0.6290963701412307
0.0001,10000.0,1.0,0.6269785367024917
0.0001,10000.0,0.1,0.6282114362364276
0.0001,100.0,1000.0,0.6505009353095587
0.01,10000.0,10000.0,0.6487738577268723
0.1,1000.0,10.0,0.6508674359922828
0.001,100.0,1000.0,0.6510478008328906
0.0001,1000.0,10000.0,0.6492768081017614
0.0001,1000.0,10.0,0.6299293338021777
0.01,10000.0,1.0,0.6299832329003272
0.0001,100.0,10000.0,0.6249610516411591
0.01,1000.0,0.01,0.6297692303262559
0.0001,100.0,1.0,0.624794505112757
0.01,1000.0,0.001,0.6475956693971837
0.01,10000.0,10.0,0.6493259013941673
0.0001,100.0,0.0001,0.6490679121693534
0.001,10000.0,0.01,0.6508360119991722
0.01,1000.0,0.1,0.6489929259818287
0.001,1000.0,100.0,0.6252240265256426
0.001,10000.0,100.0,0.6506499564230036
0.01,100.0,10000.0,0.6340811428048375
0.1,1000.0,10.0,0.634016442139775
0.0001,10000.0,10000.0,0.6266473533800468
0.01,100.0,0.0001,0.6462537162067294
0.001,10000.0,1000.0,0.6445449152120575
0.001,1000.0,0.01,0.6468678861476669
0.0001,100.0,0.0001,0.6445694879491246
0.1,1000.0,1.0,0.6429520496515678
