Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.40930401]
0,0,0,0,0,[-0.34565338]
0,0,0,0,0,[-0.34269905]
0,0,0,0,0,[-0.41283917]
0,0,0,0,0,[-0.34667187]
0,0,0,0,0,[0.46434106]
0,0,0,0,0,[0.20936596]
0,0,0,0,0,[0.12511371]
0,0,0,0,0,[0.23083309]
0,0,0,0,0,[0.116901]
0,0,0,0,0,[-0.17888133]
0,0,0,0,0,[-0.24725741]
0,0,0,0,0,[-0.28030015]
0,0,0,0,0,[-0.34947725]
0,0,0,0,0,[-0.32827066]
0,0,0,0,0,[0.33230156]
0,0,0,0,0,[0.86272581]
0,0,0,0,0,[0.74669913]
0,0,0,0,0,[0.68103306]
0,0,0,0,0,[1.07471375]
0,0,0,0,0,[-0.39042477]
0,0,0,0,0,[-0.24118463]
0,0,0,0,0,[-0.21125442]
0,0,0,0,0,[-0.22974931]
0,0,0,0,0,[-0.21149711]
0,0,0,0,0,[1.14913822]
0,0,0,0,0,[0.99504828]
0,0,0,0,0,[0.59879791]
0,0,0,0,0,[0.46245285]
0,0,0,0,0,[0.82267705]
0,0,0,0,0,[-0.14070047]
0,0,0,0,0,[-0.08080739]
0,0,0,0,0,[-0.05182224]
0,0,0,0,0,[-0.31216078]
0,0,0,0,0,[-0.27330365]
0,0,0,0,0,[0.79079031]
0,0,0,0,0,[1.27251833]
0,0,0,0,0,[0.92207989]
0,0,0,0,0,[1.07229264]
0,0,0,0,0,[1.23388191]
