Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.05792616]
0,0,0,0,0,[-0.02298038]
0,0,0,0,0,[0.16110156]
0,0,0,0,0,[-0.20857854]
0,0,0,0,0,[-0.1293859]
0,0,0,0,0,[-0.2872119]
0,0,0,0,0,[0.26958952]
0,0,0,0,0,[-0.05121796]
0,0,0,0,0,[0.05205439]
0,0,0,0,0,[-0.13770931]
0,0,0,0,0,[0.37942345]
0,0,0,0,0,[0.17851049]
0,0,0,0,0,[0.10341191]
0,0,0,0,0,[0.26327473]
0,0,0,0,0,[-0.24409541]
0,0,0,0,0,[-0.04847555]
0,0,0,0,0,[1.00137847]
0,0,0,0,0,[0.83149804]
0,0,0,0,0,[0.77427225]
0,0,0,0,0,[-0.04383165]
0,0,0,0,0,[0.06062642]
0,0,0,0,0,[-0.03961026]
0,0,0,0,0,[0.37159673]
0,0,0,0,0,[-0.18030051]
0,0,0,0,0,[0.65761965]
0,0,0,0,0,[0.13442834]
0,0,0,0,0,[0.88663452]
0,0,0,0,0,[0.7666154]
0,0,0,0,0,[0.60646241]
0,0,0,0,0,[0.60269665]
0,0,0,0,0,[0.25932264]
0,0,0,0,0,[0.12688914]
0,0,0,0,0,[0.26153385]
0,0,0,0,0,[-0.22914416]
0,0,0,0,0,[0.53409244]
0,0,0,0,0,[0.16337024]
0,0,0,0,0,[0.50831709]
0,0,0,0,0,[0.75174831]
0,0,0,0,0,[0.45348386]
0,0,0,0,0,[0.57088383]
