C,Epsilon,Omega,Kernel_alignment
0.01,0.01,1.0,0.7798812034706039
0.0001,0.1,0.0001,0.7737615958010922
0.1,0.1,10000.0,0.7683373254653183
0.0001,0.01,10000.0,0.7683101477813254
0.1,1.0,10000.0,0.7711856407607165
0.0001,0.1,0.0001,0.7507936455924874
0.1,0.1,1000.0,0.7678305306772342
0.01,10.0,10000.0,0.786132904263574
0.0001,0.1,1.0,0.7691739335446744
0.0001,0.01,1000.0,0.7865971508260273
