Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[2.66772104]
0,0,0,0,0,[3.07435126]
0,0,0,0,0,[2.78157197]
0,0,0,0,0,[3.4929456]
0,0,0,0,0,[3.05154001]
0,0,0,0,0,[2.45324793]
0,0,0,0,0,[3.32304108]
0,0,0,0,0,[1.94004256]
0,0,0,0,0,[2.73921188]
0,0,0,0,0,[3.8888489]
0,0,0,0,0,[4.3647438]
0,0,0,0,0,[4.13733638]
0,0,0,0,0,[5.15067544]
0,0,0,0,0,[5.28701647]
0,0,0,0,0,[4.17468938]
0,0,0,0,0,[4.33373558]
0,0,0,0,0,[3.57484985]
0,0,0,0,0,[3.81931471]
0,0,0,0,0,[3.85201265]
0,0,0,0,0,[4.13195742]
0,0,0,0,0,[4.82575323]
0,0,0,0,0,[4.15474621]
0,0,0,0,0,[5.79932746]
0,0,0,0,0,[5.843847]
0,0,0,0,0,[5.58599324]
0,0,0,0,0,[5.62598312]
0,0,0,0,0,[4.30418546]
0,0,0,0,0,[3.95720526]
0,0,0,0,0,[4.39576221]
0,0,0,0,0,[3.65023536]
0,0,0,0,0,[6.43334419]
0,0,0,0,0,[6.76831558]
0,0,0,0,0,[5.29907737]
0,0,0,0,0,[6.79330904]
0,0,0,0,0,[6.82028582]
0,0,0,0,0,[5.3156771]
0,0,0,0,0,[5.9289504]
0,0,0,0,0,[5.05553962]
0,0,0,0,0,[5.64886483]
0,0,0,0,0,[5.78953351]
