Rold,Rnew,RMSE,CVrmse,MAE
0.08787867147392947,0.7279462420910818,4.197809194586553,6.831259877276734,3.220516774495887
0.0317392757997873,0.43671558896771745,6.00816057273893,9.855502272280384,4.47046576201957
0.10649717350354948,0.9598025196486893,1.7444897428304194,2.847565383114335,1.6757660799832985
0.08528582653281003,0.8345107855876317,3.3460953072046595,5.450776309842654,2.053739218471687
-0.13557878329248618,0.7857723956829894,3.5123636302856154,5.8369150482519565,3.028287439198678
-0.10755709817179904,0.8882434053638376,2.588827054548593,4.274637035374354,1.8184908180293649
0.06305430459237416,0.8862822309099854,2.7166153425759827,4.438913958457488,1.885779933203267
-0.014618497486380999,0.6012904491282585,5.655520865446646,9.284663846413535,3.38057277033022
-0.02447392590092834,0.8335695222197999,3.402970267161347,5.572929813160855,2.873762924003442
0.07037797943651669,0.7974532755776746,3.723890638508938,6.035479154795685,2.352013342641227
