Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[1.38363513]
0,0,0,0,0,[1.09548671]
0,0,0,0,0,[1.65661521]
0,0,0,0,0,[1.01496865]
0,0,0,0,0,[1.78801043]
0,0,0,0,0,[2.07132856]
0,0,0,0,0,[2.68481403]
0,0,0,0,0,[2.80371898]
0,0,0,0,0,[2.35724139]
0,0,0,0,0,[1.860936]
0,0,0,0,0,[1.48999662]
0,0,0,0,0,[2.11797243]
0,0,0,0,0,[1.81126351]
0,0,0,0,0,[1.68880734]
0,0,0,0,0,[2.13923496]
0,0,0,0,0,[2.47131877]
0,0,0,0,0,[2.72235351]
0,0,0,0,0,[2.72381659]
0,0,0,0,0,[2.69231446]
0,0,0,0,0,[2.35318549]
0,0,0,0,0,[1.76504761]
0,0,0,0,0,[1.96633497]
0,0,0,0,0,[1.79708515]
0,0,0,0,0,[2.86703193]
0,0,0,0,0,[1.69335426]
0,0,0,0,0,[3.22221259]
0,0,0,0,0,[2.50674095]
0,0,0,0,0,[2.10378463]
0,0,0,0,0,[2.55264351]
0,0,0,0,0,[2.92049296]
0,0,0,0,0,[2.77253966]
0,0,0,0,0,[2.48778229]
0,0,0,0,0,[2.84945957]
0,0,0,0,0,[1.83746747]
0,0,0,0,0,[2.18842655]
0,0,0,0,0,[2.39935351]
0,0,0,0,0,[2.19242907]
0,0,0,0,0,[2.55085088]
0,0,0,0,0,[3.28270162]
0,0,0,0,0,[2.96469281]
