Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.77202778]
0,0,0,0,0,[-0.46583052]
0,0,0,0,0,[-0.36750673]
0,0,0,0,0,[-0.69108746]
0,0,0,0,0,[-0.4559026]
0,0,0,0,0,[-0.38385842]
0,0,0,0,0,[-0.49806589]
0,0,0,0,0,[-0.54845843]
0,0,0,0,0,[-0.69144461]
0,0,0,0,0,[-0.43801208]
0,0,0,0,0,[0.16492544]
0,0,0,0,0,[-0.15363611]
0,0,0,0,0,[0.29243224]
0,0,0,0,0,[-0.10525619]
0,0,0,0,0,[-0.17377652]
0,0,0,0,0,[-0.21835042]
0,0,0,0,0,[-0.25600537]
0,0,0,0,0,[-0.15378162]
0,0,0,0,0,[-0.21766438]
0,0,0,0,0,[0.05557659]
0,0,0,0,0,[0.30259826]
0,0,0,0,0,[0.17011789]
0,0,0,0,0,[0.10657965]
0,0,0,0,0,[0.2496708]
0,0,0,0,0,[0.16584708]
0,0,0,0,0,[0.30746003]
0,0,0,0,0,[0.46009069]
0,0,0,0,0,[-0.33012843]
0,0,0,0,0,[-0.16335247]
0,0,0,0,0,[-0.0707302]
0,0,0,0,0,[0.42154857]
0,0,0,0,0,[0.46146715]
0,0,0,0,0,[0.22250252]
0,0,0,0,0,[0.23863726]
0,0,0,0,0,[0.49414686]
0,0,0,0,0,[0.24545599]
0,0,0,0,0,[0.52418542]
0,0,0,0,0,[0.16366417]
0,0,0,0,0,[0.3937387]
0,0,0,0,0,[0.41382948]
