Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[6.66535305]
0,0,0,0,0,[6.53792605]
0,0,0,0,0,[6.83559621]
0,0,0,0,0,[8.9028068]
0,0,0,0,0,[5.30037727]
0,0,0,0,0,[3.46468078]
0,0,0,0,0,[5.45373082]
0,0,0,0,0,[3.37320891]
0,0,0,0,0,[4.53925344]
0,0,0,0,0,[6.92263003]
0,0,0,0,0,[4.83942512]
0,0,0,0,0,[9.57348405]
0,0,0,0,0,[10.18691386]
0,0,0,0,0,[9.59954939]
0,0,0,0,0,[8.93561408]
0,0,0,0,0,[7.65354187]
0,0,0,0,0,[7.0421818]
0,0,0,0,0,[6.61520393]
0,0,0,0,0,[6.77192437]
0,0,0,0,0,[6.30571872]
0,0,0,0,0,[7.92143694]
0,0,0,0,0,[5.97490443]
0,0,0,0,0,[10.81848604]
0,0,0,0,0,[7.69022999]
0,0,0,0,0,[10.18837362]
0,0,0,0,0,[4.84559554]
0,0,0,0,0,[8.92654359]
0,0,0,0,0,[7.20895398]
0,0,0,0,0,[3.99640018]
0,0,0,0,0,[4.61309343]
0,0,0,0,0,[12.1900787]
0,0,0,0,0,[11.22435593]
0,0,0,0,0,[3.8389981]
0,0,0,0,0,[10.68864953]
0,0,0,0,0,[8.58273654]
0,0,0,0,0,[6.19001521]
0,0,0,0,0,[8.83668674]
0,0,0,0,0,[5.89400774]
0,0,0,0,0,[3.41973952]
0,0,0,0,0,[8.77808121]
