C,Epsilon,Omega,Kernel_alignment
0.1,100.0,1000.0,0.7407191968290432
0.1,100.0,10000.0,0.7456655295268979
0.1,100.0,1000.0,0.7419042164918972
0.1,100.0,1000.0,0.7447600416366296
0.1,100.0,1000.0,0.7451142781987498
0.1,100.0,1000.0,0.745498800185145
0.1,100.0,1000.0,0.7488295573284984
0.1,100.0,1000.0,0.7458719686808253
0.1,100.0,1000.0,0.7469561161385169
0.0001,100.0,1000.0,0.7406252737467217
0.1,10000.0,10000.0,0.7365209369107867
0.01,100.0,10000.0,0.7392578497782931
0.1,100.0,1000.0,0.7322978708715064
0.1,10000.0,10000.0,0.7345692365106058
0.1,100.0,1000.0,0.7415842444833871
0.1,10000.0,10000.0,0.7462821704829505
0.1,100.0,1000.0,0.7439695474344264
0.0001,100.0,10000.0,0.7439370605829159
0.0001,100.0,10000.0,0.7423404978213075
0.1,10000.0,10.0,0.7434241573952716
0.0001,100.0,1000.0,0.7466681170486731
0.1,100.0,1000.0,0.739807825847595
0.1,100.0,10000.0,0.7291648702076756
0.1,100.0,1000.0,0.7461128994709156
0.0001,10.0,10.0,0.7336508088267043
0.1,100.0,1000.0,0.7393251112682167
0.0001,100.0,10000.0,0.7415385423151071
0.1,100.0,1000.0,0.7399134440880076
0.1,100.0,1000.0,0.7405870389712709
0.1,100.0,1000.0,0.7426295330013569
0.1,100.0,1000.0,0.7382800686812403
0.0001,10.0,10.0,0.7341471950756608
0.1,100.0,1000.0,0.7418302196494374
0.0001,1000.0,1000.0,0.7431337737527253
0.01,10.0,10.0,0.7322354024266543
0.0001,100.0,10000.0,0.7395801610508363
0.1,100.0,1000.0,0.7377845049610755
0.1,100.0,1000.0,0.7383990146680521
0.1,100.0,1000.0,0.7378366582912429
0.1,100.0,1000.0,0.7369081022967071
