C,Epsilon,Omega,Kernel_alignment
0.1,10.0,10000.0,0.7309466619631435
0.1,10.0,10000.0,0.7353506440141606
0.0001,1.0,0.001,0.732390401747502
0.1,10.0,10000.0,0.7349300812807867
0.1,10.0,10000.0,0.7339188073183738
0.0001,1.0,0.0001,0.7371563052191081
0.0001,10.0,10000.0,0.739573120840381
0.0001,10.0,10000.0,0.7391418349289389
0.0001,10.0,10000.0,0.7412356313049164
0.1,10.0,10000.0,0.733490842146816
0.1,10.0,10000.0,0.7306870763650336
0.0001,10.0,10000.0,0.7339319163854209
0.0001,10.0,10000.0,0.7227547986307847
0.1,1000.0,10000.0,0.7261353859377813
0.0001,10.0,10000.0,0.7318364626601682
0.0001,1.0,0.001,0.7348634379461242
0.0001,10.0,10000.0,0.7357171395083458
0.1,10.0,10000.0,0.7373067948634743
0.1,10.0,10000.0,0.73491479686343
0.1,1000.0,10.0,0.7345487601088928
0.1,10.0,10000.0,0.7346858590738884
0.1,10.0,10000.0,0.7309587642050223
0.0001,10.0,10000.0,0.721440192372941
0.0001,1.0,0.01,0.736461779043412
0.1,10.0,10000.0,0.7244408983339466
0.1,100.0,1000.0,0.7304922529349588
0.1,10.0,10000.0,0.7343617465851184
0.1,10.0,10000.0,0.7335167899639732
0.0001,1.0,0.0001,0.7342379588270677
0.1,10.0,10000.0,0.7351467318554222
0.1,10.0,10000.0,0.7269093518414593
0.0001,10.0,10000.0,0.7275048157823261
0.1,100.0,10000.0,0.7338444570965184
0.1,100.0,1000.0,0.735273713217218
0.1,10.0,10000.0,0.7220007619025967
0.1,10.0,10000.0,0.731266087022027
0.0001,10.0,10000.0,0.7311659938032479
0.0001,10.0,10000.0,0.7307631155182155
0.1,10.0,10000.0,0.7302714319720024
0.1,10.0,10000.0,0.7298907114193491
