C,Epsilon,Omega,Kernel_alignment
0.001,10.0,100.0,0.7891534798543206
0.0001,10.0,100.0,0.7883757941407957
0.0001,10.0,10.0,0.7861503679127066
0.0001,10.0,10.0,0.7869219443018451
0.001,10.0,100.0,0.7866293757988068
0.01,10.0,100.0,0.7894963452915879
0.01,10.0,0.01,0.7894051511999195
0.01,10.0,10.0,0.7904356639043219
0.01,1.0,100.0,0.7904100685239225
0.0001,10.0,1.0,0.7861604934215138
0.0001,10.0,10.0,0.7841842505674859
0.0001,10.0,10.0,0.7849999167204731
0.0001,10.0,100.0,0.7798148040383311
0.001,10.0,10.0,0.7821130135125002
0.0001,10.0,0.0001,0.7809669643823189
0.0001,10.0,10.0,0.7938701507579443
0.001,10.0,10.0,0.790988776026972
0.001,10.0,100.0,0.7938505770728992
0.0001,10.0,100.0,0.7940527967404305
0.0001,10.0,10.0,0.7933148745264137
0.0001,1.0,100.0,0.7825879266270773
0.0001,10.0,10.0,0.7830586947947871
0.01,10.0,100.0,0.7781527929878963
0.01,1.0,100.0,0.7895641433551103
0.0001,1.0,100.0,0.7801500833349073
0.01,1.0,100.0,0.7898868076733068
0.0001,10.0,0.1,0.7951688641947094
0.001,10.0,100.0,0.7917454950048686
0.0001,10.0,10.0,0.7943490911362164
0.01,10.0,0.0001,0.7944276723540789
0.01,10.0,1.0,0.7889803612771539
0.0001,1.0,100.0,0.7802190282324218
0.0001,10.0,0.01,0.7984141049194771
0.01,10.0,100.0,0.7843074023925987
0.0001,1.0,10.0,0.7780011396165437
0.0001,10.0,100.0,0.7910462890968804
0.0001,10.0,0.0001,0.7870238129933019
0.0001,10.0,100.0,0.7933242595757064
0.0001,10.0,100.0,0.7884421269371427
0.0001,10.0,10.0,0.7868289813321644
