C,Epsilon,Omega,Kernel_alignment
0.01,0.1,0.0001,0.8691911522731187
0.01,0.1,0.001,0.8701787565366185
0.01,0.1,0.1,0.8702937086152791
0.01,0.1,0.1,0.8703958470659501
0.01,0.1,0.0001,0.8701195102383921
0.01,0.1,0.1,0.8718409096131515
0.0001,0.1,0.1,0.8714902167832703
0.01,0.1,0.001,0.8717438132125139
0.01,0.1,0.0001,0.8709361427490313
0.01,0.1,10.0,0.8698253198425733
0.01,0.1,0.01,0.8689202850543538
0.01,0.1,0.0001,0.8698824525440593
0.01,0.1,0.001,0.8683983580618028
0.01,0.1,0.1,0.8695659702720426
0.01,0.1,10.0,0.8700352871892082
0.01,0.1,1.0,0.8710385476406026
0.01,0.1,0.0001,0.8725139910732759
0.01,0.1,0.001,0.8736877677118159
0.01,0.1,0.01,0.8733570646865119
0.0001,0.1,100.0,0.8709506416516611
0.01,0.1,1.0,0.8694742902951162
0.01,0.1,0.1,0.869282926027258
0.01,0.1,0.01,0.8666491700911998
0.01,0.1,1.0,0.870943439367003
0.01,0.1,0.0001,0.8675201048424628
0.01,0.1,1.0,0.8732047227161348
0.01,0.1,100.0,0.8726624291179313
0.01,0.1,10.0,0.8726242855331844
0.01,0.1,10.0,0.8719663890815761
0.01,0.1,0.01,0.873086121819948
0.01,0.1,100.0,0.8718290278130728
0.01,0.1,0.1,0.87086104751975
0.01,0.1,0.01,0.8739395624888936
0.0001,1.0,1000.0,0.8704727084706828
0.01,0.1,0.001,0.8668018053270049
0.01,0.1,0.1,0.8698908580549511
0.01,0.1,0.1,0.8723358434412322
0.01,0.1,1.0,0.8719858351324975
0.01,0.1,1.0,0.871813336300025
0.01,0.1,0.1,0.8709335813877668
