C,Epsilon,Omega,Kernel_alignment
0.01,100.0,1000.0,0.7823731609059295
0.01,100.0,1000.0,0.7825817912576689
0.001,100.0,1000.0,0.7799382687024122
0.01,100.0,1000.0,0.7823847842661315
0.0001,100.0,1000.0,0.7802775227612937
0.0001,100.0,10000.0,0.784698084229948
0.01,100.0,1000.0,0.7832870766668206
0.1,100.0,1000.0,0.7847909343877034
0.1,100.0,1000.0,0.7861572116114174
0.01,100.0,1000.0,0.7790269695734354
0.0001,100.0,1000.0,0.7755341979233976
0.01,100.0,1000.0,0.7789795452771853
0.0001,100.0,10000.0,0.7728304475827907
0.0001,100.0,1000.0,0.7738621151708223
0.1,100.0,1000.0,0.7759856768322791
0.001,100.0,1000.0,0.7829133687854898
0.1,100.0,1000.0,0.7804528146960692
0.001,10.0,1000.0,0.7851666075041915
0.001,10.0,1000.0,0.7837899725508201
0.01,100.0,1000.0,0.7833229134199566
0.001,100.0,1000.0,0.7753529965477761
0.0001,100.0,1000.0,0.777257279436904
0.0001,100.0,10000.0,0.7697135395615771
0.01,100.0,1000.0,0.7765441121776433
0.01,100.0,1000.0,0.7726028944613434
0.0001,100.0,1000.0,0.7791166479939294
0.1,100.0,1000.0,0.782687948416872
0.0001,100.0,1000.0,0.7823425811441979
0.001,100.0,1000.0,0.7845372884490303
0.0001,100.0,1000.0,0.7831873702518591
0.01,100.0,1000.0,0.7747336098908152
0.01,100.0,1000.0,0.7783702741853544
0.0001,100.0,1000.0,0.7874825343657506
0.1,100.0,1000.0,0.7811437514321651
0.01,100.0,1000.0,0.768809840702954
0.0001,100.0,100.0,0.7780559559470561
0.0001,100.0,1000.0,0.776066139738131
0.01,100.0,1000.0,0.7797930139820339
0.0001,100.0,1000.0,0.7762971524148631
0.0001,100.0,1000.0,0.774958006811867
