C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,10000.0,0.7736551141313015
0.001,10.0,10000.0,0.778736677582303
0.0001,1.0,0.001,0.775389491420137
0.0001,1.0,0.01,0.7796546224914361
0.0001,1.0,0.0001,0.7792274967954352
0.0001,1.0,10.0,0.7771623853312154
0.1,10.0,10000.0,0.7796614173629495
0.0001,10.0,10000.0,0.7780961540162346
0.001,10.0,10000.0,0.779615064499466
0.01,10.0,10000.0,0.7737733968713927
0.1,10.0,10000.0,0.7724088342679982
0.1,10.0,10000.0,0.7753952228319514
0.0001,10.0,10000.0,0.7678340262597216
0.1,10.0,10000.0,0.7698332058572308
0.1,10.0,10000.0,0.778223470587897
0.1,10.0,10000.0,0.7768610504179618
0.1,10.0,10000.0,0.7738251705196508
0.1,10.0,10000.0,0.7753259306617111
0.1,10.0,10000.0,0.7727916977923632
0.1,10.0,10000.0,0.7750055417893584
0.1,10.0,10000.0,0.7789778936777187
0.1,10.0,10000.0,0.7745934750457012
0.0001,10.0,10000.0,0.7670687431102322
0.1,10.0,10000.0,0.7772949685954212
0.0001,10.0,10000.0,0.7697064663475942
0.1,10.0,10000.0,0.7738227590152372
0.01,10.0,10000.0,0.7724950293357472
0.1,10.0,10000.0,0.771736015522985
0.1,10.0,10000.0,0.7720023352689456
0.0001,10.0,10000.0,0.7733600901442149
0.1,10.0,10000.0,0.7709695498463961
0.0001,10.0,10000.0,0.7724625443018751
0.1,10.0,10000.0,0.774784061733945
0.1,10.0,10000.0,0.7745427041201323
0.0001,1.0,1.0,0.7662496722315275
0.1,10.0,10000.0,0.771667635813413
0.1,10.0,10000.0,0.7706534189546845
0.0001,10.0,10000.0,0.7699693159525407
0.1,10.0,10000.0,0.7698164210410273
0.1,10.0,10000.0,0.771753248590321
