scenario1,scenario2
-0.0911551812872946,-0.615038443301666,-0.15401303297744207,-0.3043697109538812,0.33806804217390274,0.2662337637399258,-0.07704285303252978,0.24033196253061784,0.7933915011028032,0.7908348181592266,0.718765068226911,0.5042669565406468,0.826072920912707,0.8457076379668566,0.7084143983400395,0.5790161022172731,0.24507608593920616,-0.09505768147110039,0.40265286447109505,-0.03209579104101601,0.06274213179908728,0.024039586080363495,0.1516420581801401,-0.09212633086651079,0.0630827922602234,0.2571350266780207,0.6113682567688368,0.599422447276128,0.4455972196077992,0.33928764237742337,0.7448537669051566,0.7830227100440056,0.5696130868452445,-0.05386975275599548,0.31434136866710294,0.5475321434683652,0.5849411080365171,0.6671821636483574,-0.5225083263609838,0.16293195357808343,0.6997989281255921,0.4964903149964407,0.5048707315157417,-0.44873801384199963,0.31793280380782574,0.5734964405506597
-0.06642165120329846,0.6752730391967265,-0.012644414699788387,0.46887856553006935,0.22846311011518916,-0.5423524965758093,-0.5725286623965713,0.3768671648918366,0.8209241756900738,0.7873868441588217,0.6138503680278584,0.7389486143067062,0.7521790118876837,0.6842194832406006,0.6358301203852083,0.7651429103714313,-0.3153476530839876,0.48303762256002547,0.2989771269487137
