scenario1,scenario2
2.846549605542112,1.4305715015782035,0.29980689094617924,49.56811881529075,6.8012566370583825,1.302031116403586,45.99249866373976,0.4922822103264617,3.799763610832369,0.6951638782708058,23.502017439024897,0.3976730396503504,3.4863107086689804,0.5970555160417986,23.930597943447637,0.3664670711318209,3.496466632927538,3.0112609427152077,0.35247784828651646,0.5149574055723103,102.29320960620522,69.56838315513784,2.1431204202558702,0.05521463590913658,0.1215772985101717,32.64882353437645,2.5086896146610234,1.8212652350311316,0.3395714239042623,0.41201926159821367,53.37179858961022,32.80219824532603,1.526463900531938,0.05423894627852879,0.10400539194690328,25.480412936323933,2.5925829333545996,1.660095948568694,0.5627276747407345,0.4637582905467858,57.89264302728591,49.96889239663842,1.6372549390449704,0.06359349615453944,0.10373264759772978,24.73853205964988
2.814102900291278,0.641471418916714,0.2808437347285453,31.629985926782165,7.342785407458146,1.8877058496063437,55.57376212764092,0.4458538621609957,3.5375368099019324,0.7008701569590788,27.539010106916315,0.28857932699563155,4.161515631513872,0.8541520091346104,26.743763563645526,0.2737184375065713,4.615280210275331,2.893391928409393,3.3693326529245833
