scenario1,scenario2
9.84094105466146,77.13728315266388,8.621754511452432,75.10522443608833,11.098203625926459,28.576814626141804,44.01295300409096,21.74718559982416,6.200405679977757,15.25736907041549,22.49047603627239,17.567706530746296,5.6889172417394525,13.104099117515469,22.900610170047973,16.189143635400793,25.47442430040318,39.234261306920686,27.91798871921819,56.638517990795236,55.85160194100024,84.75248135739461,27.824349290290073,10.864218598344147,9.428433937080726,32.303944319131375,18.277715874663205,23.729592851555054,26.89573608104298,45.316680774110615,29.14074610795401,39.961654550300416,19.81823529185931,10.672238605059313,8.065716043110823,25.21125577026718,18.888942641778016,21.629689183287915,44.57081473850077,51.00729108521622,31.60910549312018,60.87517675740303,21.256646556426773,12.512871492856291,8.044564462105104,24.477211601530954
9.728768017813708,34.58852802584974,8.076417887751836,47.925506327838946,11.981863349990853,41.43112975816392,53.18183294774493,19.696154944099142,5.772507338802973,15.382609754931769,26.353714036643233,12.748354607988976,6.790708002307138,18.746820502268537,25.59269539767901,12.0918561298442,33.62583393034324,21.080565436412734,24.548156359192326
