scenario1,scenario2
1.9611791277800652,1.1487289768662399,0.1925541454308673,38.34791018038542,5.24839074388619,1.079512941052568,40.99209294643826,0.3646727759866494,2.3243073420560725,0.5134337129558265,17.50795780427896,0.2917489173006832,2.283694572613451,0.46289992408710523,18.163303323109382,0.2766810130732624,2.7918537349500494,2.4589312315304896,0.2673512745369539,0.40422314428995243,77.9135726614677,51.39802558995281,1.7124316342838182,0.04320729046477324,0.08800733672862424,26.3990441955577,1.8815378632670998,1.5348173790312327,0.24966814936186882,0.3075582980440366,45.76545472863062,26.859590910238143,1.1857026185918336,0.040874443492593455,0.08276456444577196,19.886876140395763,1.987665386477952,1.4250482891980032,0.35318385548691955,0.3762740580699063,48.07096215970826,35.94032574223537,1.263618970739548,0.047683711972345624,0.0760108470201585,19.996749870546125
1.8291132688186118,0.5098241509885633,0.16901223171678947,24.8525070804401,5.868409236794797,1.655177213725445,44.23919698737881,0.373677633614352,2.611675810576517,0.5281744716192602,22.451589665592998,0.2328119252013856,3.0331812823116553,0.6432937293976704,21.804043398049924,0.21739705338662904,3.8007713204273927,2.4054010374450088,2.75470292188061
