Rold,Rnew,RMSE,CVrmse,MAE
0.7620937686373275,0.8406718146631089,0.2574842494652497,68.25392907449788,0.21745995755795464
0.5618993940808006,0.7373458511087536,0.3172665985252803,84.3086066011234,0.21941011094483334
0.7180719543314635,0.7534941709695788,0.3231767364559895,80.9194464149493,0.2735064570013207
0.7094882814881662,0.700382186766791,0.3035006901900709,85.46706445631463,0.26979116495820077
0.6530943382660714,0.6451022807198217,0.38355253120847427,102.09103220464539,0.30115016117494203
0.29010598120166864,0.5502005428643233,0.4065570909778418,112.38163490444407,0.3204892312557123
0.6324055054494382,0.6362534394503252,0.39044461576593686,104.26921115535143,0.3479308330436189
0.8179112865641259,0.8505346099640024,0.2681920836546019,62.23135274456639,0.2266430494656143
0.3681503236410688,0.37648995898196136,0.49076606903032827,134.79374174897617,0.3738507225387478
0.7186008037153965,0.7218255702842455,0.2899609643159265,81.47663460116942,0.25111767931605217
