C,Epsilon,Omega,Kernel_alignment
0.1,1.0,0.0001,0.7619579225190519
0.01,1.0,0.0001,0.7724300733888512
0.0001,1.0,0.0001,0.7671284052670481
0.0001,1.0,0.0001,0.7713207981625906
0.0001,1.0,0.0001,0.7691155980531241
0.0001,1.0,0.0001,0.7621833106834792
0.0001,1.0,0.0001,0.7746914401972189
0.1,100.0,0.0001,0.7690473523070314
0.01,1.0,0.0001,0.7720789112845712
0.0001,1.0,0.0001,0.7679471109941371
