C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,10.0,0.25095321992765623
0.0001,10.0,10.0,0.2527902638170129
0.0001,10.0,0.0001,0.21887909517827323
0.0001,10.0,10.0,0.22556739084661565
0.0001,10.0,10.0,0.23419632828994788
0.0001,10.0,10.0,0.2203146417132066
0.0001,10.0,0.001,0.23460738662653735
0.0001,10.0,10.0,0.2618741702224988
0.0001,10.0,10.0,0.2534779618110346
0.0001,10.0,10.0,0.2537237513440719
