C,Omega,Epsilon,Kernel_alignment
0.001,1000.0,0.01,0.9918893498571291
0.1,10000.0,0.1,0.9918924355106259
0.001,100.0,0.01,0.9920201164661075
0.01,100.0,0.001,0.9918713208279725
0.1,1000.0,0.1,0.9921465249585426
0.1,100.0,10000.0,0.9917312470978021
0.001,100.0,0.01,0.9916227677499463
0.0001,100.0,10.0,0.9915849000048302
0.001,100.0,0.0001,0.9915965627084933
0.0001,10000.0,100.0,0.9918390629930096
0.1,100.0,0.0001,0.991617336034073
0.0001,100.0,1000.0,0.9917190603802853
0.01,100.0,0.0001,0.9916108790160705
0.001,10000.0,0.0001,0.9916286914632133
0.001,100.0,0.0001,0.9917075220582372
0.1,100.0,10.0,0.9921774773031453
0.0001,1000.0,10000.0,0.9916893930661042
0.001,1000.0,100.0,0.9916100128249797
0.001,100.0,0.01,0.9917084338426961
0.0001,1000.0,100.0,0.9918868589388029
0.1,100.0,100.0,0.9919542396251805
0.0001,100.0,0.1,0.9916436651426176
0.01,100.0,10.0,0.9916174510991634
0.001,100.0,10000.0,0.9917025919574607
0.1,100.0,0.01,0.9918280304937793
0.01,1000.0,100.0,0.9916214314774339
0.01,10000.0,0.0001,0.9942707437521757
0.01,100.0,0.001,0.9915826362082532
0.01,1000.0,0.1,0.9916468579697013
0.001,100.0,0.001,0.9916211512286962
0.001,100.0,0.001,0.9917851834580677
0.001,1000.0,0.01,0.9915944816603287
0.01,100.0,100.0,0.9916904522450356
0.1,1000.0,1000.0,0.9915878770131648
0.001,100.0,0.1,0.9916030592473026
0.1,1000.0,1.0,0.9927552269247438
0.001,1000.0,1000.0,0.9916331360374611
0.1,1000.0,10.0,0.991845446676328
0.0001,100.0,10.0,0.9916658079931063
0.1,100.0,0.01,0.9917690481705165
