Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[28.55174245]
0,0,0,0,0,[28.54940897]
0,0,0,0,0,[28.54876449]
0,0,0,0,0,[28.54420183]
0,0,0,0,0,[28.55209081]
0,0,0,0,0,[28.55580888]
0,0,0,0,0,[28.56749658]
0,0,0,0,0,[28.41940443]
0,0,0,0,0,[28.4189762]
0,0,0,0,0,[28.2887516]
0,0,0,0,0,[28.00618332]
0,0,0,0,0,[28.62103799]
0,0,0,0,0,[28.40014527]
0,0,0,0,0,[28.61757835]
0,0,0,0,0,[28.95353884]
0,0,0,0,0,[28.77870031]
0,0,0,0,0,[28.57547816]
0,0,0,0,0,[28.78711385]
0,0,0,0,0,[28.87236589]
0,0,0,0,0,[28.60133243]
0,0,0,0,0,[28.28138634]
0,0,0,0,0,[28.5600445]
0,0,0,0,0,[27.91692589]
0,0,0,0,0,[30.11958352]
0,0,0,0,0,[28.60428463]
0,0,0,0,0,[29.93453256]
0,0,0,0,0,[29.08794125]
0,0,0,0,0,[27.74689889]
0,0,0,0,0,[29.44452054]
0,0,0,0,0,[29.59704746]
0,0,0,0,0,[29.53702497]
0,0,0,0,0,[28.11470966]
0,0,0,0,0,[27.71231595]
0,0,0,0,0,[29.14944212]
0,0,0,0,0,[27.97661458]
0,0,0,0,0,[27.95103206]
0,0,0,0,0,[28.8992853]
0,0,0,0,0,[29.10439082]
0,0,0,0,0,[27.72755741]
0,0,0,0,0,[28.94485616]
