Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[30.22633638]
0,0,0,0,0,[18.29169471]
0,0,0,0,0,[23.71777112]
0,0,0,0,0,[26.29239969]
0,0,0,0,0,[25.5615537]
0,0,0,0,0,[61.57748389]
0,0,0,0,0,[48.70466526]
0,0,0,0,0,[53.39807712]
0,0,0,0,0,[65.0581632]
0,0,0,0,0,[48.56838144]
0,0,0,0,0,[28.84497003]
0,0,0,0,0,[32.23427077]
0,0,0,0,0,[30.4818023]
0,0,0,0,0,[32.09214568]
0,0,0,0,0,[28.61298662]
0,0,0,0,0,[87.9910042]
0,0,0,0,0,[112.14032482]
0,0,0,0,0,[93.93367259]
0,0,0,0,0,[83.70482365]
0,0,0,0,0,[106.4134883]
0,0,0,0,0,[35.56465526]
0,0,0,0,0,[31.48475869]
0,0,0,0,0,[36.13722647]
0,0,0,0,0,[66.70304336]
0,0,0,0,0,[31.18974397]
0,0,0,0,0,[129.05580645]
0,0,0,0,0,[91.2431184]
0,0,0,0,0,[91.03559444]
0,0,0,0,0,[86.62586095]
0,0,0,0,0,[98.07709617]
0,0,0,0,0,[66.65552919]
0,0,0,0,0,[58.71166641]
0,0,0,0,0,[92.14815988]
0,0,0,0,0,[27.56468858]
0,0,0,0,0,[39.29937564]
0,0,0,0,0,[118.64944324]
0,0,0,0,0,[97.77258733]
0,0,0,0,0,[121.22836869]
0,0,0,0,0,[130.41920692]
0,0,0,0,0,[139.97988956]
